"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Muy positiva",0.355,0.323,0.382,0.42,0.372,0.391,0.252,0.357,0.328,0.373,0.562,0.221,0.163,0.532,0.512,0.169,0.214,0.336
"Positiva",0.202,0.211,0.195,0.268,0.178,0.199,0.207,0.205,0.207,0.198,0.19,0.183,0.424,0.12,0.211,0.179,0.284,0.278
"Neutral",0.191,0.203,0.18,0.208,0.206,0.163,0.183,0.186,0.213,0.177,0.141,0.224,0.252,0.147,0.203,0.237,0.14,0.183
"Algo negativa",0.098,0.104,0.093,0.069,0.114,0.077,0.112,0.093,0.091,0.104,0.059,0.139,0.053,0.097,0.041,0.137,0.127,0.126
"Negativa",0.116,0.127,0.106,0,0.11,0.137,0.171,0.11,0.101,0.128,0.041,0.186,0.075,0.09,0.015,0.225,0.191,0.077
"No sabe",0.038,0.032,0.044,0.035,0.02,0.033,0.075,0.049,0.06,0.02,0.007,0.047,0.033,0.014,0.018,0.053,0.044,0
