"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.261,0.26,0.263,0.19,0.289,0.287,0.306,0.201,0.269,0.319,0.652,0.537,0.061,0.071,0.041,0.272,0.317,0.471,0.015,0.048,0.194,0.248,0.271
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.193,0.191,0.195,0.155,0.152,0.288,0.288,0.184,0.169,0.249,0.086,0.102,0.692,0.515,0.039,0.189,0.197,0.147,0.551,0.209,0.224,0.221,0.17
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.401,0.401,0.4,0.505,0.419,0.27,0.273,0.437,0.427,0.307,0.203,0.262,0.157,0.268,0.84,0.42,0.35,0.284,0.395,0.693,0.256,0.377,0.42
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.039,0.053,0.025,0.032,0.05,0.036,0.021,0.042,0.029,0.055,0.005,0.075,0,0.004,0.058,0.035,0.049,0.019,0.017,0.032,0.222,0.058,0.024
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.014,0.015,0.014,0,0.01,0.042,0.019,0.02,0.011,0.013,0.008,0.002,0.022,0.011,0.001,0.013,0.025,0.014,0,0.018,0.019,0.015,0.014
"En blanco",0.025,0.017,0.033,0.017,0.033,0.028,0.012,0.031,0.029,0.012,0.004,0,0.01,0.087,0.014,0.009,0.056,0.014,0,0,0.052,0.029,0.022
"No sabe",0.067,0.063,0.07,0.101,0.047,0.049,0.081,0.085,0.066,0.045,0.042,0.022,0.058,0.044,0.007,0.062,0.006,0.051,0.022,0,0.033,0.052,0.079
