"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.283,0.291,0.275,0.233,0.294,0.308,0.338,0.22,0.293,0.341,0.665,0.558,0.066,0.08,0.046,0.292,0.316,0.491,0.018,0.048,0.194,0.253,0.308
"Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.191,0.189,0.192,0.155,0.147,0.283,0.293,0.17,0.167,0.26,0.086,0.094,0.7,0.501,0.04,0.197,0.191,0.15,0.462,0.184,0.224,0.223,0.164
"Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.422,0.416,0.428,0.542,0.432,0.278,0.309,0.471,0.452,0.307,0.227,0.256,0.174,0.223,0.841,0.442,0.346,0.286,0.402,0.693,0.29,0.395,0.444
"Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.024,0.013,0.035,0.014,0.031,0.033,0.013,0.034,0.023,0.015,0.006,0.017,0.013,0.184,0,0.007,0.074,0.031,0.093,0.025,0,0.03,0.02
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.039,0.053,0.025,0.032,0.05,0.037,0.019,0.042,0.029,0.055,0.007,0.073,0,0.004,0.058,0.035,0.046,0.019,0.025,0.032,0.222,0.057,0.024
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.01,0.011,0.009,0,0.006,0.03,0.015,0.016,0.005,0.012,0.005,0.002,0.011,0,0.001,0.013,0.005,0.003,0,0.018,0.019,0.008,0.011
"En blanco",0.031,0.027,0.036,0.024,0.04,0.031,0.013,0.047,0.031,0.01,0.004,0,0.036,0.008,0.014,0.014,0.022,0.02,0,0,0.051,0.034,0.029
