"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Si",0.399,0.403,0.395,0.397,0.396,0.42,0.377,0.377,0.442,0.349,0.581,0.355,0.356,0.467,0.342,0.455,0.446,0.463,0.298,0.321,0.235,0.426,0.376
"No",0.601,0.597,0.605,0.603,0.604,0.58,0.623,0.623,0.558,0.651,0.419,0.645,0.644,0.533,0.658,0.545,0.554,0.537,0.702,0.679,0.765,0.574,0.624
