"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Pablo Todero a Diputado Nacional por Unión por la Patria",0.214,0.211,0.218,0.186,0.196,0.262,0.276,0.182,0.219,0.244,0.484,0.427,0.063,0.075,0.056,0.216,0.261,0.438,0.016,0.019,0.174,0.203,0.224
"Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.151,0.141,0.161,0.047,0.133,0.254,0.318,0.108,0.136,0.227,0.067,0.059,0.514,0.396,0.056,0.155,0.099,0.108,0.432,0.216,0.073,0.172,0.134
"Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.292,0.306,0.278,0.379,0.301,0.192,0.206,0.365,0.292,0.208,0.229,0.262,0.123,0.127,0.513,0.289,0.278,0.259,0.211,0.437,0.289,0.292,0.292
"Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.1,0.09,0.11,0.102,0.101,0.115,0.058,0.07,0.129,0.082,0.086,0.066,0.121,0.248,0.07,0.084,0.241,0.043,0.149,0.03,0,0.101,0.099
"Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.044,0.048,0.04,0.055,0.051,0.031,0.01,0.048,0.022,0.08,0.023,0.122,0.036,0.004,0.039,0.026,0.052,0.079,0.022,0.024,0.355,0.071,0.022
"En blanco",0.076,0.086,0.066,0.118,0.072,0.047,0.028,0.066,0.1,0.044,0.031,0.012,0.057,0.051,0.133,0.087,0.026,0.006,0.135,0.188,0.062,0.066,0.084
"No sabe",0.123,0.118,0.127,0.113,0.146,0.099,0.104,0.161,0.102,0.115,0.08,0.052,0.086,0.099,0.133,0.143,0.043,0.067,0.035,0.086,0.047,0.095,0.145
