"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Si",0.552,0.517,0.587,0.628,0.504,0.55,0.529,0.557,0.562,0.526,0.547,0.453,0.606,0.57,0.569,0.567,0.551,0.55,0.443,0.531,0.423,0.582,0.526
"No",0.448,0.483,0.413,0.372,0.496,0.45,0.471,0.443,0.438,0.474,0.453,0.547,0.394,0.43,0.431,0.433,0.449,0.45,0.557,0.469,0.577,0.418,0.474
