"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Muy buena",0.162,0.177,0.146,0.136,0.145,0.187,0.242,0.254,0.109,0.154,0.301,0.188,0.064,0.278,0.088,0.156,0.154,0.415,0,0.011,0.019,0.134,0.185
"Buena",0.197,0.181,0.214,0.204,0.207,0.197,0.14,0.168,0.225,0.18,0.231,0.302,0.155,0.13,0.146,0.204,0.232,0.309,0.149,0.058,0.044,0.182,0.21
"Ni buena ni mala",0.347,0.361,0.332,0.371,0.341,0.322,0.363,0.3,0.388,0.327,0.278,0.388,0.334,0.392,0.403,0.369,0.405,0.154,0.406,0.261,0.45,0.368,0.329
"Mala",0.179,0.164,0.196,0.148,0.204,0.186,0.15,0.167,0.171,0.209,0.139,0.082,0.31,0.137,0.193,0.176,0.141,0.081,0.27,0.313,0.356,0.186,0.174
"Muy mala",0.067,0.077,0.056,0.08,0.062,0.061,0.063,0.06,0.051,0.101,0.025,0.023,0.101,0.063,0.094,0.05,0.045,0.008,0.13,0.256,0.065,0.088,0.049
"No sabe",0.048,0.04,0.056,0.061,0.041,0.047,0.042,0.051,0.056,0.029,0.026,0.017,0.036,0,0.076,0.045,0.023,0.033,0.045,0.101,0.066,0.042,0.053
