"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.259,0.258,0.261,0.19,0.286,0.284,0.306,0.201,0.268,0.314,0.649,0.536,0.059,0.064,0.041,0.27,0.312,0.468,0.015,0.048,0.194,0.245,0.271
"Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.186,0.187,0.184,0.155,0.138,0.279,0.288,0.17,0.164,0.246,0.086,0.094,0.692,0.48,0.039,0.188,0.189,0.146,0.458,0.184,0.224,0.216,0.161
"Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.397,0.398,0.396,0.505,0.412,0.268,0.266,0.435,0.422,0.304,0.203,0.256,0.157,0.217,0.84,0.415,0.346,0.276,0.395,0.693,0.256,0.374,0.415
"Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.024,0.013,0.035,0.014,0.031,0.033,0.012,0.034,0.023,0.015,0.006,0.017,0.013,0.184,0,0.008,0.074,0.031,0.093,0.025,0,0.03,0.02
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.039,0.053,0.024,0.032,0.05,0.035,0.019,0.042,0.029,0.053,0.005,0.073,0,0.004,0.058,0.035,0.046,0.019,0.017,0.032,0.222,0.057,0.024
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.01,0.011,0.009,0,0.006,0.03,0.015,0.016,0.004,0.012,0.005,0.002,0.011,0,0.001,0.013,0.005,0.003,0,0.018,0.019,0.008,0.011
"En blanco",0.018,0.017,0.021,0.003,0.03,0.022,0.013,0.017,0.024,0.011,0.004,0,0.01,0.008,0.014,0.009,0.022,0.006,0,0,0.051,0.018,0.019
"No sabe",0.067,0.063,0.07,0.101,0.047,0.049,0.081,0.085,0.066,0.045,0.042,0.022,0.058,0.043,0.007,0.062,0.006,0.051,0.022,0,0.034,0.052,0.079
