"var","categoria","Si","No"
"P05","Tiene Decidido que va a ir a votar.",0.887,0.876
"P05","Tiene dudas sobre si va a ir a  votar",0.081,0.102
"P05","Tiene Decidido que no va a ir a votar",0.032,0.022
"P06","Mucho",0.521,0.445
"P06","Bastante",0.215,0.314
"P06","Poco",0.193,0.153
"P06","Nada",0.063,0.049
"P06","No sabe",0.008,0.039
"P07","Siempre",0.283,0.163
"P07","Casi siempre",0.303,0.372
"P07","Casi nunca",0.292,0.323
"P07","Nunca, pero esta es una excepción",0.122,0.142
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.247,0.289
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.199,0.168
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.459,0.39
"P10","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0,0.013
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.028,0.036
"P10","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.011,0.006
"P10","En blanco",0.014,0.02
"P10","No sabe",0.042,0.078
"P13","Totalmente seguro.",0.696,0.699
"P13","Bastante seguro",0.092,0.098
"P13","Algo seguro",0.135,0.118
"P13","Para nada seguro",0.077,0.085
"P17","Si",1,0.272
"P17","No",0,0.728
"P18","Pablo Todero a Diputado Nacional por Unión por la Patria",0.081,0.253
"P18","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.132,0.193
"P18","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.113,0.396
"P18","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.215,0
"P18","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.063,0.019
"P18","En blanco",0.174,0.021
"P18","No sabe",0.222,0.118
"P21","Muy buena",0.258,0.29
"P21","Buena",0.242,0.223
"P21","Ni buena ni mala",0.262,0.355
"P21","Mala",0.068,0.078
"P21","Muy mala",0.106,0.042
"P21","No sabe",0.064,0.012
"P22","Muy buena",0.136,0.176
"P22","Buena",0.243,0.169
"P22","Ni buena ni mala",0.309,0.367
"P22","Mala",0.18,0.182
"P22","Muy mala",0.078,0.061
"P22","No sabe",0.054,0.045
"P23","Muy buena",0.134,0.125
"P23","Buena",0.15,0.136
"P23","Ni buena ni mala",0.261,0.294
"P23","Mala",0.303,0.28
"P23","Muy mala",0.123,0.154
"P23","No sabe",0.029,0.011
"P24","Muy buena",0.197,0.154
"P24","Buena",0.221,0.211
"P24","Ni buena ni mala",0.259,0.281
"P24","Mala",0.188,0.211
"P24","Muy mala",0.076,0.116
"P24","No sabe",0.059,0.027
"P25","Muy buena",0.109,0.065
"P25","Buena",0.042,0.071
"P25","Ni buena ni mala",0.325,0.347
"P25","Mala",0.259,0.301
"P25","Muy mala",0.203,0.177
"P25","No sabe",0.062,0.039
"P26","Muy buena",0.085,0.061
"P26","Buena",0.098,0.089
"P26","Ni buena ni mala",0.298,0.368
"P26","Mala",0.237,0.228
"P26","Muy mala",0.193,0.198
"P26","No sabe",0.089,0.056
"P27","Si",0.433,0.38
"P27","No",0.567,0.62
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.247,0.29
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.199,0.176
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.459,0.394
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.028,0.036
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.011,0.006
"PRESIDENTE","En blanco",0.014,0.02
"PRESIDENTE","No sabe",0.042,0.078
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.084,0.289
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.133,0.165
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.118,0.392
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.212,0.014
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.063,0.036
"DIPUTADOS","En blanco",0.177,0.025
"DIPUTADOS","No sabe",0.213,0.079
