"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P05","Tiene Decidido que va a ir a votar.",0.901,0.846,0.927,0.888,0.889,0.791
"P05","Tiene dudas sobre si va a ir a  votar",0.099,0.132,0.06,0.066,0.062,0.191
"P05","Tiene Decidido que no va a ir a votar",0,0.022,0.013,0.046,0.049,0.018
"P06","Mucho",0.447,0.504,0.485,0.516,0.502,0.332
"P06","Bastante",0.386,0.336,0.248,0.274,0.093,0.264
"P06","Poco",0.087,0.132,0.186,0.174,0.22,0.278
"P06","Nada",0.071,0.028,0.039,0.026,0.087,0.027
"P06","No sabe",0.009,0,0.042,0.01,0.098,0.099
"P07","Siempre",0.293,0.198,0.142,0.211,0.185,0.238
"P07","Casi siempre",0.323,0.433,0.368,0.388,0.17,0.38
"P07","Casi nunca",0.288,0.286,0.36,0.304,0.43,0.193
"P07","Nunca, pero esta es una excepción",0.096,0.083,0.13,0.097,0.215,0.189
"P10","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.35,0.366,0.311,0.177,0.211,0.087
"P10","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.216,0.184,0.184,0.253,0.104,0.093
"P10","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.334,0.356,0.351,0.46,0.436,0.39
"P10","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.019,0.029,0.017,0,0.002,0.13
"P10","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.011,0.015,0.022,0.065,0.054,0.032
"P10","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.011,0.002,0.023,0.001,0,0
"P10","En blanco",0.007,0.012,0.029,0.016,0.012,0.059
"P10","No sabe",0.052,0.036,0.063,0.028,0.181,0.209
"P13","Totalmente seguro.",0.722,0.665,0.692,0.715,0.743,0.622
"P13","Bastante seguro",0.083,0.174,0.091,0.08,0.039,0.061
"P13","Algo seguro",0.134,0.126,0.13,0.162,0.079,0.217
"P13","Para nada seguro",0.061,0.035,0.087,0.043,0.139,0.1
"P17","Si",0.661,0.513,0.484,0.51,0.481,0.577
"P17","No",0.339,0.487,0.516,0.49,0.519,0.423
"P18","Pablo Todero a Diputado Nacional por Unión por la Patria",0.209,0.165,0.112,0.056,0.106,0.117
"P18","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.092,0.228,0.176,0.143,0.172,0.01
"P18","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.351,0.133,0.213,0.242,0.157,0.23
"P18","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.208,0.212,0.164,0.068,0.144,0.283
"P18","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.037,0.055,0.03,0.103,0.033,0
"P18","En blanco",0.037,0.051,0.13,0.141,0.131,0.245
"P18","No sabe",0.066,0.156,0.175,0.247,0.257,0.115
"P21","Muy buena",0.46,0.235,0.213,0.274,0.261,0.145
"P21","Buena",0.254,0.352,0.23,0.19,0.095,0.034
"P21","Ni buena ni mala",0.21,0.35,0.484,0.293,0.224,0.19
"P21","Mala",0.039,0.043,0.043,0.182,0.083,0
"P21","Muy mala",0.006,0.018,0.011,0.041,0.323,0.39
"P21","No sabe",0.031,0.002,0.019,0.02,0.014,0.241
"P22","Muy buena",0.343,0.174,0.143,0.069,0.058,0.126
"P22","Buena",0.212,0.33,0.173,0.114,0.109,0.302
"P22","Ni buena ni mala",0.282,0.313,0.484,0.329,0.254,0.114
"P22","Mala",0.124,0.121,0.137,0.367,0.236,0.017
"P22","Muy mala",0.029,0.038,0.027,0.085,0.277,0.059
"P22","No sabe",0.01,0.024,0.036,0.036,0.066,0.382
"P23","Muy buena",0.408,0.149,0.062,0.039,0,0
"P23","Buena",0.172,0.353,0.092,0.04,0,0.13
"P23","Ni buena ni mala",0.211,0.24,0.567,0.13,0.042,0.254
"P23","Mala",0.151,0.193,0.211,0.675,0.251,0
"P23","Muy mala",0.055,0.059,0.063,0.112,0.707,0.273
"P23","No sabe",0.003,0.006,0.005,0.004,0,0.343
"P25","Muy buena",0.276,0.097,0.024,0.003,0.038,0
"P25","Buena",0.044,0.182,0.037,0.024,0.004,0.009
"P25","Ni buena ni mala",0.411,0.34,0.557,0.158,0.057,0.168
"P25","Mala",0.142,0.269,0.24,0.625,0.059,0.211
"P25","Muy mala",0.089,0.089,0.097,0.178,0.834,0.079
"P25","No sabe",0.038,0.023,0.045,0.012,0.008,0.533
"P26","Muy buena",0.195,0.043,0.054,0.021,0.012,0.161
"P26","Buena",0.135,0.218,0.055,0.027,0.006,0
"P26","Ni buena ni mala",0.342,0.39,0.531,0.193,0.116,0.165
"P26","Mala",0.148,0.203,0.182,0.532,0.013,0.1
"P26","Muy mala",0.104,0.081,0.122,0.205,0.834,0.027
"P26","No sabe",0.076,0.065,0.056,0.022,0.019,0.547
"P27","Si",0.522,0.415,0.363,0.429,0.27,0.201
"P27","No",0.478,0.585,0.637,0.571,0.73,0.799
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.351,0.368,0.312,0.177,0.211,0.087
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.219,0.184,0.188,0.253,0.107,0.222
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.338,0.371,0.351,0.46,0.436,0.39
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.011,0.017,0.022,0.065,0.053,0.032
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.014,0.012,0.029,0.001,0,0
"PRESIDENTE","En blanco",0.015,0.012,0.035,0.016,0.012,0.06
"PRESIDENTE","No sabe",0.052,0.036,0.063,0.028,0.181,0.209
"DIPUTADOS","Pablo Todero a Diputado Nacional por Unión por la Patria",0.243,0.285,0.224,0.136,0.217,0.108
"DIPUTADOS","Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.16,0.165,0.177,0.192,0.117,0.066
"DIPUTADOS","Nadia Márquez a Diputada Nacional por Arriba Neuquén",0.317,0.26,0.281,0.314,0.31,0.22
"DIPUTADOS","Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.141,0.13,0.077,0.033,0.067,0.287
"DIPUTADOS","Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.023,0.035,0.02,0.11,0.061,0
