"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P05","Tengo trabajo estable",0.537,0.476,0.638,0.382
"P05","Realizo changas o trabajos de vez en cuando",0.092,0.188,0.117,0.12
"P05","No tengo trabajo",0.134,0.152,0.097,0.289
"P05","Soy jubilado o pensionado",0.237,0.184,0.148,0.209
"P06","1",0.41,0.278,0.196,0.207
"P06","2",0.078,0.056,0.045,0.081
"P06","3",0.066,0.097,0.05,0
"P06","4",0.076,0.084,0.051,0.015
"P06","5",0.178,0.333,0.222,0.431
"P06","6",0.037,0.03,0.057,0
"P06","7",0.04,0.018,0.118,0.06
"P06","8",0.031,0.017,0.069,0
"P06","9",0.084,0.087,0.192,0.206
"P07","1",0.16,0.18,0.345,0.105
"P07","2",0.038,0.029,0.061,0.066
"P07","3",0.035,0.03,0.071,0.017
"P07","4",0.027,0.047,0.048,0.067
"P07","5",0.176,0.248,0.197,0.311
"P07","6",0.063,0.066,0.041,0.064
"P07","7",0.104,0.082,0.037,0.195
"P07","8",0.075,0.055,0.053,0.046
"P07","9",0.322,0.263,0.147,0.129
"P08","1",0.26,0.227,0.51,0.217
"P08","2",0.027,0.05,0.031,0
"P08","3",0.019,0.013,0.038,0.044
"P08","4",0.038,0.008,0.027,0.18
"P08","5",0.12,0.199,0.099,0.12
"P08","6",0.024,0.04,0.016,0.157
"P08","7",0.054,0.037,0.026,0.041
"P08","8",0.054,0.061,0.025,0
"P08","9",0.404,0.365,0.228,0.241
"P10","Del Frente de Todos y el peronismo",0.117,0.067,0.524,0.374
"P10","De Cambiemos",0.629,0.364,0.135,0.187
"P10","De los Liberales libertarios",0.204,0.415,0.192,0.12
"P10","De la Izquierda",0.008,0.017,0.05,0
"P10","No sabe",0.042,0.137,0.099,0.319
"P11","A Alberto Fernández",0.336,0.296,0.119,0.662
"P11","A Sergio Massa",0.236,0.277,0.194,0
"P11","A algún candidato del peronismo",0.164,0.091,0.129,0.218
"P11","A algún candidato del kirchnerismo",0.264,0.336,0.558,0.12
"P12","A Alberto Fernández",0.103,0.163,0.059,0.46
"P12","A Sergio Massa",0.167,0.176,0.126,0
"P12","A algún candidato del peronismo",0.196,0.235,0.083,0
"P12","A Cristina Fernández de Kirchner",0.534,0.426,0.732,0.54
"P13","A Horacio Rodriguez Larreta",0.192,0.268,0.341,0.519
