"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.302,0.275,0.328,0.23,0.334,0.326,0.268,0.294,0.31,0.299,0.321,0.263,0.604,0.109,0.211
"Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.326,0.289,0.364,0.24,0.241,0.386,0.507,0.327,0.29,0.381,0.314,0.351,0.123,0.574,0.346
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.219,0.303,0.136,0.373,0.261,0.15,0.08,0.234,0.24,0.168,0.209,0.241,0.081,0.222,0.298
"A los candidatos del Frente de Izquierda",0.038,0.036,0.039,0.039,0.05,0.029,0.02,0.027,0.039,0.047,0.04,0.031,0.055,0.015,0.017
"No sabe",0.115,0.097,0.133,0.118,0.114,0.109,0.125,0.118,0.121,0.105,0.116,0.114,0.137,0.08,0.128
