"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa presidente – Axel Kicillof gobernador por el Frente de Todos",0.304,0.267,0.341,0.211,0.306,0.348,0.327,0.303,0.311,0.297,0.315,0.282,0.456,0.25,0.235
"Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.265,0.233,0.297,0.179,0.222,0.304,0.382,0.27,0.239,0.299,0.271,0.253,0.238,0.347,0.217
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.252,0.333,0.171,0.401,0.298,0.182,0.111,0.252,0.268,0.225,0.24,0.275,0.103,0.272,0.323
"A los candidatos del Frente de Izquierda",0.041,0.042,0.041,0.063,0.05,0.027,0.023,0.036,0.043,0.044,0.044,0.036,0.059,0.019,0.013
"No sabe",0.138,0.125,0.15,0.146,0.124,0.139,0.157,0.139,0.139,0.135,0.13,0.154,0.144,0.112,0.212
