"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Daniel Scioli presidente – Axel Kicillof gobernador por el Frente de Todos",0.329,0.297,0.36,0.298,0.309,0.364,0.349,0.302,0.342,0.34,0.334,0.318,0.496,0.278,0.263
"Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.297,0.263,0.331,0.201,0.26,0.33,0.414,0.296,0.266,0.345,0.302,0.287,0.256,0.386,0.247
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.215,0.299,0.133,0.366,0.25,0.156,0.089,0.238,0.227,0.172,0.204,0.239,0.083,0.218,0.261
"A los candidatos del Frente de Izquierda",0.036,0.036,0.036,0.026,0.054,0.025,0.024,0.041,0.031,0.039,0.039,0.03,0.044,0.017,0.02
"No sabe",0.123,0.105,0.14,0.109,0.127,0.125,0.124,0.123,0.134,0.104,0.121,0.126,0.121,0.101,0.209
