"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.096,0.079,0.114,0.124,0.104,0.079,0.076,0.146,0.101,0.03,0.088,0.114,0.099,0.055,0.016
"A Sergio Massa",0.123,0.145,0.1,0.135,0.128,0.13,0.087,0.157,0.115,0.092,0.119,0.13,0.119,0.159,0.228
"A algún candidato del peronismo",0.126,0.14,0.113,0.142,0.129,0.109,0.132,0.124,0.146,0.099,0.119,0.141,0.102,0.251,0.282
"A Cristina Fernández de Kirchner",0.655,0.636,0.673,0.599,0.639,0.682,0.705,0.573,0.638,0.779,0.674,0.615,0.68,0.535,0.474
