"var","categoria","1","2","3","4","5","6","7","8","9"
"P05","Tengo trabajo estable",0.504,0.419,0.542,0.454,0.545,0.564,0.635,0.571,0.462
"P05","Realizo changas o trabajos de vez en cuando",0.151,0.288,0.152,0.104,0.163,0.162,0.116,0.135,0.18
"P05","No tengo trabajo",0.161,0.174,0.218,0.141,0.146,0.101,0.105,0.098,0.145
"P05","Soy jubilado o pensionado",0.184,0.119,0.088,0.301,0.146,0.173,0.144,0.196,0.213
"P07","1",0.382,0.24,0.098,0.075,0.132,0.144,0.254,0.28,0.472
"P07","2",0.034,0.194,0.036,0.043,0.027,0.052,0.084,0.087,0.038
"P07","3",0.014,0.053,0.205,0.05,0.021,0.108,0.12,0.043,0.014
"P07","4",0.019,0.021,0.042,0.271,0.027,0.067,0.086,0.033,0.01
"P07","5",0.093,0.121,0.131,0.201,0.543,0.168,0.105,0.145,0.074
"P07","6",0.02,0.026,0.065,0.089,0.055,0.263,0.052,0.027,0.009
"P07","7",0.024,0.039,0.138,0.072,0.057,0.07,0.218,0.041,0.014
"P07","8",0.052,0.104,0.108,0.082,0.032,0.072,0.049,0.223,0.019
"P07","9",0.362,0.202,0.177,0.117,0.106,0.056,0.032,0.121,0.35
"P08","1",0.31,0.332,0.262,0.283,0.333,0.434,0.61,0.464,0.551
"P08","2",0.02,0.099,0.059,0.063,0.026,0.063,0.051,0.05,0.006
"P08","3",0.015,0.015,0.068,0.043,0.028,0.055,0.035,0.025,0.016
"P08","4",0.015,0.047,0.046,0.059,0.027,0.037,0.025,0.023,0.005
"P08","5",0.084,0.106,0.154,0.1,0.227,0.107,0.068,0.128,0.065
"P08","6",0.013,0.025,0.022,0.024,0.026,0.064,0.035,0.015,0.013
"P08","7",0.022,0.022,0.073,0.067,0.038,0.041,0.036,0.04,0.011
"P08","8",0.033,0.07,0.052,0.075,0.043,0.025,0.028,0.054,0.011
"P08","9",0.488,0.284,0.264,0.286,0.252,0.174,0.112,0.201,0.322
"P10","Del Frente de Todos y el peronismo",0.203,0.264,0.125,0.164,0.228,0.446,0.609,0.535,0.49
"P10","De Cambiemos",0.384,0.337,0.447,0.474,0.297,0.267,0.15,0.19,0.155
"P10","De los Liberales libertarios",0.282,0.232,0.305,0.193,0.203,0.07,0.082,0.116,0.13
"P10","De la Izquierda",0.024,0.042,0.013,0.013,0.025,0.062,0.061,0.064,0.097
"P10","No sabe",0.107,0.125,0.11,0.156,0.247,0.155,0.098,0.095,0.128
"P11","A Alberto Fernández",0.29,0.116,0.058,0.137,0.171,0.133,0.081,0.198,0.155
"P11","A Sergio Massa",0.183,0.265,0.222,0.147,0.273,0.221,0.195,0.107,0.142
"P11","A algún candidato del peronismo",0.193,0.256,0.242,0.384,0.16,0.216,0.098,0.091,0.16
"P11","A algún candidato del kirchnerismo",0.334,0.363,0.478,0.332,0.396,0.43,0.626,0.604,0.543
"P12","A Alberto Fernández",0.191,0.158,0.117,0.154,0.073,0.06,0.031,0.037,0.089
"P12","A Sergio Massa",0.151,0.151,0.088,0.048,0.229,0.156,0.084,0.065,0.069
"P12","A algún candidato del peronismo",0.167,0.177,0.223,0.199,0.109,0.148,0.099,0.079,0.104
"P12","A Cristina Fernández de Kirchner",0.491,0.514,0.572,0.599,0.589,0.636,0.786,0.819,0.738
"P13","A Horacio Rodriguez Larreta",0.253,0.38,0.279,0.223,0.301,0.266,0.164,0.207,0.232
"P13","A Patricia Bullrich",0.645,0.527,0.633,0.677,0.529,0.611,0.543,0.55,0.583
"P13","A Facundo Manes",0.051,0.071,0.059,0.013,0.113,0.074,0.281,0.035,0.08
"P13","A Gerardo Morales",0.051,0.022,0.029,0.087,0.057,0.049,0.012,0.208,0.105
"P14","Lo votaría",0.155,0.224,0.099,0.121,0.196,0.375,0.535,0.51,0.47
"P14","Puede que lo vote",0.062,0.093,0.077,0.07,0.085,0.106,0.12,0.104,0.091
"P14","Nunca lo votaría",0.731,0.644,0.77,0.735,0.622,0.42,0.259,0.309,0.348
"P14","No sabe",0.052,0.039,0.054,0.074,0.097,0.099,0.086,0.077,0.091
"P15","Lo votaría",0.075,0.087,0.02,0.03,0.072,0.109,0.14,0.131,0.174
"P15","Puede que lo vote",0.104,0.163,0.118,0.141,0.163,0.308,0.412,0.31,0.263
"P15","Nunca lo votaría",0.72,0.664,0.799,0.73,0.62,0.498,0.334,0.473,0.429
