"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Tengo trabajo estable",0.512,0.598,0.433,0.486,0.642,0.517,0.242,0.429,0.49,0.669,0.501,0.537,0.498,0.541,0.589
"Realizo changas o trabajos de vez en cuando",0.164,0.166,0.162,0.213,0.19,0.165,0.037,0.199,0.172,0.1,0.178,0.135,0.185,0.124,0.081
"No tengo trabajo",0.149,0.101,0.193,0.276,0.143,0.124,0.03,0.16,0.181,0.076,0.147,0.152,0.144,0.116,0.148
"Soy jubilado o pensionado",0.175,0.135,0.212,0.025,0.025,0.194,0.691,0.212,0.157,0.155,0.174,0.176,0.173,0.219,0.182
