"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"1",0.383,0.35,0.414,0.448,0.379,0.354,0.347,0.328,0.392,0.439,0.388,0.371,0.531,0.345,0.219
"2",0.034,0.034,0.033,0.04,0.034,0.029,0.032,0.03,0.041,0.027,0.034,0.034,0.045,0.032,0.029
"3",0.026,0.033,0.02,0.027,0.029,0.025,0.022,0.023,0.026,0.032,0.027,0.025,0.026,0.019,0.139
"4",0.024,0.029,0.02,0.034,0.023,0.017,0.024,0.019,0.025,0.031,0.025,0.023,0.018,0.023,0.037
"5",0.12,0.143,0.098,0.092,0.138,0.125,0.108,0.129,0.111,0.121,0.118,0.124,0.092,0.109,0.174
"6",0.022,0.022,0.022,0.015,0.022,0.025,0.023,0.018,0.025,0.021,0.022,0.021,0.016,0.021,0.041
"7",0.032,0.032,0.032,0.022,0.037,0.037,0.026,0.02,0.03,0.051,0.03,0.035,0.018,0.044,0.032
"8",0.038,0.045,0.031,0.043,0.034,0.041,0.036,0.037,0.039,0.036,0.037,0.039,0.023,0.053,0.05
"9",0.321,0.312,0.33,0.279,0.304,0.347,0.382,0.396,0.311,0.242,0.319,0.328,0.231,0.354,0.279
