"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Tengo trabajo estable",0.55,0.589,0.639,0.55
"P05","Realizo changas o trabajos de vez en cuando",0.123,0.093,0.13,0.142
"P05","No tengo trabajo",0.099,0.107,0.136,0.17
"P05","Soy jubilado o pensionado",0.228,0.211,0.095,0.138
"P06","1",0.271,0.291,0.291,0.254
"P06","2",0.069,0.044,0.064,0.07
"P06","3",0.057,0.059,0.052,0.106
"P06","4",0.056,0.069,0.064,0.066
"P06","5",0.232,0.212,0.233,0.212
"P06","6",0.037,0.057,0.046,0.037
"P06","7",0.083,0.089,0.065,0.04
"P06","8",0.039,0.055,0.059,0.041
"P06","9",0.156,0.124,0.126,0.174
"P07","1",0.256,0.257,0.247,0.291
"P07","2",0.035,0.047,0.066,0.055
"P07","3",0.051,0.062,0.046,0.046
"P07","4",0.038,0.048,0.046,0.011
"P07","5",0.217,0.181,0.194,0.213
"P07","6",0.042,0.057,0.051,0.053
"P07","7",0.07,0.074,0.058,0.061
"P07","8",0.071,0.056,0.065,0.046
"P07","9",0.22,0.218,0.227,0.224
"P08","1",0.421,0.385,0.356,0.371
"P08","2",0.033,0.038,0.028,0.012
"P08","3",0.021,0.035,0.021,0.031
"P08","4",0.025,0.027,0.032,0.049
"P08","5",0.105,0.125,0.126,0.116
"P08","6",0.027,0.015,0.028,0.024
"P08","7",0.044,0.03,0.049,0.021
"P08","8",0.027,0.046,0.051,0.032
"P08","9",0.297,0.299,0.309,0.344
"P10","Del Frente de Todos y el peronismo",0.317,0.352,0.299,0.306
"P10","De Cambiemos",0.38,0.348,0.275,0.293
"P10","De los Liberales libertarios",0.208,0.186,0.292,0.277
"P10","De la Izquierda",0.029,0.032,0.03,0.032
"P10","No sabe",0.066,0.082,0.104,0.092
"P11","A Alberto Fernández",0.162,0.161,0.116,0.276
"P11","A Sergio Massa",0.21,0.189,0.194,0.232
"P11","A algún candidato del peronismo",0.105,0.131,0.162,0.094
"P11","A algún candidato del kirchnerismo",0.523,0.519,0.528,0.398
"P12","A Alberto Fernández",0.067,0.084,0.049,0.102
"P12","A Sergio Massa",0.137,0.113,0.132,0.167
"P12","A algún candidato del peronismo",0.076,0.09,0.154,0.104
"P12","A Cristina Fernández de Kirchner",0.72,0.713,0.665,0.627
"P13","A Horacio Rodriguez Larreta",0.216,0.234,0.287,0.238
"P13","A Patricia Bullrich",0.665,0.674,0.626,0.623
"P13","A Facundo Manes",0.089,0.066,0.06,0.03
"P13","A Gerardo Morales",0.03,0.026,0.027,0.109
"P14","Lo votaría",0.286,0.308,0.25,0.232
"P14","Puede que lo vote",0.07,0.065,0.082,0.087
"P14","Nunca lo votaría",0.596,0.574,0.613,0.618
"P14","No sabe",0.048,0.053,0.055,0.063
"P15","Lo votaría",0.092,0.087,0.097,0.059
"P15","Puede que lo vote",0.174,0.224,0.162,0.197
"P15","Nunca lo votaría",0.66,0.619,0.616,0.592
"P15","No sabe",0.074,0.07,0.125,0.152
"P16","Lo votaría",0.214,0.152,0.138,0.167
"P16","Puede que lo vote",0.205,0.258,0.237,0.242
"P16","Nunca lo votaría",0.527,0.516,0.519,0.508
"P16","No sabe",0.054,0.074,0.106,0.083
"P17","Lo votaría",0.187,0.144,0.126,0.138
"P17","Puede que lo vote",0.222,0.241,0.24,0.254
"P17","Nunca lo votaría",0.515,0.518,0.502,0.474
"P17","No sabe",0.076,0.097,0.132,0.134
"P18","Lo votaría",0.116,0.11,0.117,0.101
"P18","Puede que lo vote",0.194,0.23,0.196,0.124
"P18","Nunca lo votaría",0.642,0.617,0.616,0.688
"P18","No sabe",0.048,0.043,0.071,0.087
"P19","Lo votaría",0.077,0.036,0.083,0.04
"P19","Puede que lo vote",0.131,0.158,0.178,0.161
"P19","Nunca lo votaría",0.725,0.753,0.661,0.668
"P19","No sabe",0.067,0.053,0.078,0.131
"P20","Lo votaría",0.203,0.16,0.176,0.203
"P20","Puede que lo vote",0.206,0.263,0.218,0.231
"P20","Nunca lo votaría",0.534,0.511,0.511,0.439
"P20","No sabe",0.057,0.066,0.095,0.127
"P21","Lo votaría",0.054,0.039,0.047,0.036
"P21","Puede que lo vote",0.118,0.127,0.135,0.059
"P21","Nunca lo votaría",0.61,0.584,0.532,0.596
"P21","No sabe",0.218,0.25,0.286,0.309
"P22","Lo votaría",0.074,0.063,0.07,0.075
"P22","Puede que lo vote",0.177,0.214,0.148,0.106
"P22","Nunca lo votaría",0.693,0.652,0.646,0.656
"P22","No sabe",0.056,0.071,0.136,0.163
"P23","Lo votaría",0.066,0.039,0.058,0.027
"P23","Puede que lo vote",0.149,0.158,0.114,0.168
"P23","Nunca lo votaría",0.597,0.555,0.576,0.59
"P23","No sabe",0.188,0.248,0.252,0.215
"P24","Daniel Scioli presidente - Axel Kicillof gobernador por el Frente de Todos",0.114,0.093,0.105,0.091
"P24","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.183,0.233,0.156,0.154
"P24","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.302,0.282,0.263,0.259
"P24","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.11,0.11,0.119,0.119
"P24","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.037,0.042,0.016,0.051
"P24","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.045,0.032,0.054,0.037
"P24","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.012,0.018,0.009,0.01
"P24","Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.145,0.13,0.191,0.162
"P24","A los candidatos del Frente de Izquierda",0.013,0.011,0.018,0.022
"P24","No sabe",0.039,0.049,0.069,0.095
"P25","Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.088,0.066,0.094,0.09
"P25","Wado de Pedro presidente - Axel Kicillof gobernador por el Frente de Todos",0.234,0.264,0.193,0.196
"P25","Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.277,0.246,0.251,0.216
"P25","Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.1,0.097,0.077,0.069
"P25","María Eugenia Vidal presidenta - Cristian Ritondo gobernador por Juntos por el Cambio",0.024,0.043,0.015,0.04
"P25","Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.049,0.038,0.049,0.028
"P25","José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.014,0.02,0.026,0.021
