"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Alberto Fernández presidente - Axel Kicillof gobernador por el Frente de Todos",0.25,0.23,0.27,0.227,0.264,0.258,0.23,0.254,0.248,0.248,0.26,0.229,0.547,0.08,0.079
"Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.248,0.226,0.27,0.157,0.19,0.293,0.396,0.234,0.247,0.267,0.252,0.241,0.079,0.441,0.199
"Horacio Rodríguez Larreta presidente - Diego Santilli gobernador por Juntos por el Cambio",0.104,0.085,0.124,0.083,0.094,0.117,0.131,0.101,0.102,0.113,0.106,0.101,0.047,0.166,0.182
"Facundo Manes presidente - Maximiliano Abad gobernador por Juntos por el Cambio",0.055,0.061,0.048,0.043,0.066,0.049,0.048,0.068,0.05,0.047,0.042,0.079,0.038,0.054,0.133
"José Luis Espert presidente y su candidato a gobernador por Juntos por el Cambio",0.028,0.035,0.021,0.056,0.023,0.021,0.021,0.027,0.028,0.029,0.026,0.032,0.009,0.03,0.039
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.146,0.198,0.094,0.228,0.178,0.111,0.048,0.156,0.153,0.122,0.139,0.16,0.059,0.146,0.224
"A los candidatos del Frente de Izquierda",0.037,0.041,0.034,0.059,0.044,0.023,0.022,0.038,0.031,0.045,0.042,0.029,0.046,0.019,0.018
"No sabe",0.132,0.124,0.139,0.147,0.141,0.128,0.104,0.122,0.141,0.129,0.133,0.129,0.175,0.064,0.126
