"var","categoria","1","2","3","4","5","6","7","8","9"
"P05","Tengo trabajo estable",0.57,0.531,0.618,0.643,0.574,0.596,0.617,0.495,0.432
"P05","Realizo changas o trabajos de vez en cuando",0.142,0.169,0.147,0.143,0.141,0.103,0.165,0.199,0.18
"P05","No tengo trabajo",0.125,0.142,0.079,0.084,0.145,0.113,0.055,0.129,0.183
"P05","Soy jubilado o pensionado",0.163,0.158,0.156,0.13,0.14,0.188,0.163,0.177,0.205
"P06","1",0.24,0.171,0.173,0.186,0.207,0.175,0.207,0.262,0.45
"P06","2",0.051,0.172,0.033,0.115,0.052,0.067,0.04,0.109,0.052
"P06","3",0.035,0.09,0.134,0.098,0.067,0.054,0.118,0.072,0.043
"P06","4",0.045,0.112,0.098,0.145,0.05,0.066,0.126,0.12,0.053
"P06","5",0.189,0.169,0.233,0.243,0.41,0.258,0.258,0.245,0.17
"P06","6",0.055,0.092,0.101,0.073,0.044,0.145,0.064,0.033,0.026
"P06","7",0.109,0.103,0.092,0.07,0.039,0.111,0.078,0.051,0.024
"P06","8",0.054,0.065,0.043,0.041,0.047,0.031,0.056,0.063,0.028
"P06","9",0.222,0.026,0.093,0.029,0.084,0.093,0.053,0.045,0.154
"P07","1",0.415,0.107,0.199,0.085,0.121,0.094,0.058,0.056,0.264
"P07","2",0.046,0.25,0.082,0.085,0.026,0.02,0.018,0.036,0.043
"P07","3",0.051,0.085,0.176,0.049,0.024,0.01,0.038,0.057,0.025
"P07","4",0.042,0.034,0.048,0.214,0.044,0.068,0.051,0.064,0.029
"P07","5",0.159,0.195,0.148,0.182,0.432,0.273,0.266,0.263,0.163
"P07","6",0.042,0.052,0.107,0.043,0.055,0.256,0.063,0.047,0.027
"P07","7",0.046,0.086,0.054,0.087,0.056,0.089,0.223,0.119,0.037
"P07","8",0.033,0.101,0.104,0.094,0.065,0.041,0.116,0.221,0.052
"P07","9",0.166,0.09,0.082,0.161,0.177,0.149,0.167,0.137,0.36
"P10","Del Frente de Todos y el peronismo",0.488,0.244,0.381,0.2,0.193,0.179,0.151,0.152,0.177
"P10","De Cambiemos",0.206,0.4,0.302,0.355,0.329,0.419,0.441,0.408,0.369
"P10","De los Liberales libertarios",0.116,0.15,0.139,0.243,0.267,0.193,0.216,0.337,0.273
"P10","De la Izquierda",0.068,0.041,0.037,0.045,0.02,0.054,0.009,0.012,0.023
"P10","No sabe",0.122,0.165,0.141,0.157,0.191,0.155,0.183,0.091,0.158
"P11","A Alberto Fernández",0.136,0.059,0.071,0.104,0.245,0.087,0.061,0.186,0.31
"P11","A Sergio Massa",0.178,0.242,0.224,0.23,0.141,0.059,0.206,0.368,0.226
"P11","A algún candidato del peronismo",0.147,0.228,0.216,0.141,0.179,0.247,0.361,0.305,0.193
"P11","A algún candidato del kirchnerismo",0.539,0.471,0.489,0.525,0.435,0.607,0.372,0.141,0.271
"P12","A Alberto Fernández",0.06,0.022,0.047,0,0.134,0.066,0.05,0.104,0.247
"P12","A Sergio Massa",0.109,0.146,0.09,0.116,0.183,0.058,0.164,0.285,0.131
"P12","A algún candidato del peronismo",0.102,0.164,0.159,0.118,0.136,0.384,0.31,0.24,0.15
"P12","A Cristina Fernández de Kirchner",0.729,0.668,0.704,0.766,0.547,0.492,0.476,0.371,0.472
"P13","A Horacio Rodriguez Larreta",0.328,0.283,0.226,0.291,0.199,0.283,0.148,0.198,0.267
"P13","A Patricia Bullrich",0.469,0.593,0.714,0.61,0.652,0.467,0.764,0.656,0.65
"P13","A Facundo Manes",0.139,0.028,0.037,0.023,0.087,0.223,0.027,0.021,0.04
"P13","A Gerardo Morales",0.064,0.096,0.023,0.076,0.062,0.027,0.061,0.125,0.043
"P14","Lo votaría",0.454,0.217,0.326,0.146,0.152,0.158,0.075,0.098,0.135
"P14","Puede que lo vote",0.085,0.086,0.059,0.138,0.085,0.105,0.111,0.035,0.079
"P14","Nunca lo votaría",0.376,0.618,0.528,0.665,0.687,0.679,0.776,0.829,0.716
"P14","No sabe",0.085,0.079,0.087,0.051,0.076,0.058,0.038,0.038,0.07
"P15","Lo votaría",0.144,0.075,0.118,0.049,0.054,0.098,0.032,0.037,0.062
"P15","Puede que lo vote",0.287,0.165,0.173,0.169,0.148,0.179,0.106,0.12,0.109
"P15","Nunca lo votaría",0.45,0.63,0.58,0.691,0.666,0.641,0.765,0.76,0.727
"P15","No sabe",0.119,0.13,0.129,0.091,0.132,0.082,0.097,0.083,0.102
"P16","Lo votaría",0.109,0.181,0.112,0.191,0.151,0.246,0.185,0.164,0.214
"P16","Puede que lo vote",0.163,0.228,0.308,0.214,0.265,0.305,0.39,0.388,0.248
"P16","Nunca lo votaría",0.636,0.518,0.519,0.502,0.434,0.369,0.342,0.372,0.426
"P16","No sabe",0.092,0.073,0.061,0.093,0.15,0.08,0.083,0.076,0.112
"P17","Lo votaría",0.082,0.15,0.109,0.133,0.113,0.104,0.172,0.127,0.188
"P17","Puede que lo vote",0.143,0.173,0.223,0.282,0.259,0.365,0.353,0.377,0.241
"P17","Nunca lo votaría",0.664,0.553,0.576,0.489,0.437,0.428,0.377,0.38,0.425
"P17","No sabe",0.111,0.124,0.092,0.096,0.191,0.103,0.098,0.116,0.146
"P18","Lo votaría",0.147,0.113,0.095,0.084,0.066,0.065,0.042,0.097,0.104
"P18","Puede que lo vote",0.288,0.208,0.188,0.087,0.151,0.204,0.147,0.09,0.102
"P18","Nunca lo votaría",0.477,0.578,0.662,0.792,0.687,0.677,0.757,0.773,0.722
"P18","No sabe",0.088,0.101,0.055,0.037,0.096,0.054,0.054,0.04,0.072
"P19","Lo votaría",0.071,0.016,0.064,0.018,0.068,0.069,0.05,0.078,0.125
"P19","Puede que lo vote",0.119,0.222,0.147,0.123,0.166,0.127,0.186,0.189,0.171
"P19","Nunca lo votaría",0.74,0.719,0.761,0.786,0.646,0.702,0.693,0.652,0.624
