"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Tengo trabajo estable",0.479,0.514,0.593,0.41
"P05","Realizo changas o trabajos de vez en cuando",0.123,0.148,0.157,0.203
"P05","No tengo trabajo",0.121,0.131,0.114,0.21
"P05","Soy jubilado o pensionado",0.277,0.207,0.136,0.177
"P06","1",0.457,0.329,0.239,0.293
"P06","2",0.055,0.076,0.048,0.065
"P06","3",0.066,0.077,0.042,0.041
"P06","4",0.077,0.08,0.046,0.077
"P06","5",0.147,0.238,0.212,0.303
"P06","6",0.027,0.043,0.058,0.051
"P06","7",0.026,0.052,0.099,0.047
"P06","8",0.034,0.025,0.056,0.019
"P06","9",0.111,0.08,0.2,0.104
"P07","1",0.22,0.176,0.326,0.246
"P07","2",0.044,0.029,0.061,0.039
"P07","3",0.025,0.038,0.054,0.04
"P07","4",0.037,0.05,0.049,0.032
"P07","5",0.167,0.229,0.188,0.283
"P07","6",0.056,0.064,0.037,0.041
"P07","7",0.053,0.099,0.044,0.063
"P07","8",0.056,0.077,0.054,0.057
"P07","9",0.342,0.238,0.187,0.199
"P08","1",0.242,0.254,0.485,0.326
"P08","2",0.039,0.027,0.035,0.031
"P08","3",0.022,0.027,0.028,0.018
"P08","4",0.025,0.032,0.023,0.018
"P08","5",0.103,0.141,0.098,0.171
"P08","6",0.017,0.037,0.018,0.017
"P08","7",0.043,0.052,0.023,0.024
"P08","8",0.039,0.07,0.029,0.035
"P08","9",0.47,0.36,0.261,0.36
"P10","Del Frente de Todos y el peronismo",0.079,0.113,0.453,0.206
"P10","De Cambiemos",0.726,0.54,0.113,0.288
"P10","De los Liberales libertarios",0.138,0.241,0.238,0.133
"P10","De la Izquierda",0.01,0.015,0.057,0.039
"P10","No sabe",0.047,0.091,0.139,0.334
"P11","A Alberto Fernández",0.196,0.359,0.122,0.272
"P11","A Sergio Massa",0.125,0.177,0.192,0.226
"P11","A algún candidato del peronismo",0.402,0.178,0.147,0.173
"P11","A algún candidato del kirchnerismo",0.277,0.286,0.539,0.329
"P12","A Alberto Fernández",0.266,0.263,0.054,0.216
"P12","A Sergio Massa",0.06,0.168,0.125,0.109
"P12","A algún candidato del peronismo",0.238,0.127,0.102,0.18
"P12","A Cristina Fernández de Kirchner",0.436,0.442,0.719,0.495
"P13","A Horacio Rodriguez Larreta",0.202,0.233,0.314,0.361
"P13","A Patricia Bullrich",0.734,0.662,0.392,0.506
"P13","A Facundo Manes",0.024,0.052,0.205,0.058
"P13","A Gerardo Morales",0.04,0.053,0.089,0.075
