"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Wado de Pedro presidente – Axel Kicillof gobernador por el Frente de Todos",0.308,0.279,0.338,0.24,0.347,0.32,0.273,0.301,0.296,0.335,0.322,0.28,0.656,0.105,0.11
"Patricia Bullrich presidenta - Joaquín De La Torre gobernador por Juntos por el Cambio",0.324,0.285,0.364,0.194,0.243,0.385,0.536,0.308,0.305,0.373,0.317,0.338,0.098,0.58,0.275
"Javier Milei presidente y su candidato a gobernador por la Libertad Avanza",0.235,0.317,0.153,0.421,0.274,0.162,0.08,0.254,0.256,0.182,0.225,0.257,0.094,0.229,0.436
"A los candidatos del Frente de Izquierda",0.025,0.028,0.021,0.039,0.031,0.013,0.013,0.015,0.029,0.029,0.028,0.018,0.029,0.01,0.047
"No sabe",0.108,0.091,0.124,0.106,0.105,0.12,0.098,0.122,0.114,0.081,0.108,0.107,0.123,0.076,0.132
