"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Del Frente de Todos y el peronismo",0.305,0.285,0.324,0.268,0.317,0.322,0.301,0.305,0.301,0.312,0.31,0.295,0.629,0.11,0.082
"De Cambiemos",0.305,0.264,0.345,0.207,0.244,0.376,0.468,0.276,0.3,0.354,0.301,0.313,0.118,0.593,0.214
"De los Liberales libertarios",0.203,0.285,0.123,0.321,0.227,0.138,0.09,0.199,0.219,0.179,0.199,0.21,0.086,0.207,0.392
"De la Izquierda",0.041,0.038,0.045,0.058,0.048,0.023,0.031,0.042,0.04,0.042,0.047,0.029,0.037,0.014,0.083
"No sabe",0.146,0.128,0.163,0.146,0.164,0.141,0.11,0.178,0.14,0.113,0.143,0.153,0.13,0.076,0.229
