"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Si",0.4,0.45,0.355,0.31,0.381,0.409,0.485,0.477,0.371,0.359,0.397,0.437,0.455,0.4,0.367,0.428,0.346,0.433
"No",0.6,0.55,0.645,0.69,0.619,0.591,0.515,0.523,0.629,0.641,0.603,0.563,0.545,0.6,0.633,0.572,0.654,0.567
