"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Axel Kicillof a gobernador por Unión por la Patria",0.322,0.297,0.348,0.367,0.319,0.376,0.236,0.355,0.308,0.313,0.503,0.469,0.041,0.092,0.031,0.259,0.314,0.416
"Néstor Grindetti a gobernador por Juntos por el Cambio",0.392,0.338,0.444,0.24,0.368,0.402,0.52,0.271,0.457,0.41,0.251,0.199,0.873,0.639,0.134,0.473,0.414,0.255
"Carolina Piparo a gobernadora por la Libertad Avanza",0.225,0.287,0.163,0.344,0.24,0.175,0.179,0.292,0.189,0.214,0.194,0.214,0.078,0.266,0.62,0.208,0.187,0.301
"El candidato a gobernador de la Izquierda",0.044,0.059,0.03,0.049,0.058,0.026,0.038,0.05,0.041,0.043,0.041,0.083,0,0,0.13,0.029,0.068,0.028
"En blanco",0.017,0.019,0.015,0,0.015,0.021,0.027,0.032,0.005,0.02,0.011,0.035,0.008,0.003,0.085,0.031,0.017,0
