"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Fernando Moreira a intendente por Unión por la Patria",0.401,0.395,0.406,0.335,0.486,0.346,0.358,0.433,0.367,0.419,0.735,0.544,0.14,0.046,0.056,0.334,0.427,0.446
"Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.426,0.384,0.467,0.36,0.404,0.457,0.47,0.402,0.465,0.389,0.196,0.253,0.711,0.865,0.513,0.493,0.422,0.347
"Hernán Sardella a intendente por la Libertad Avanza",0.117,0.162,0.073,0.246,0.065,0.117,0.127,0.103,0.093,0.168,0.061,0.098,0.085,0.085,0.431,0.116,0.111,0.128
"El candidato del Frente de Izquierda",0.024,0.014,0.035,0.059,0,0.04,0.026,0.041,0.023,0.011,0.008,0.027,0,0,0,0.017,0.002,0.065
"En blanco",0.032,0.045,0.019,0,0.045,0.04,0.019,0.021,0.052,0.013,0,0.078,0.064,0.004,0,0.04,0.038,0.014
