"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P05","Mucho",0.573,0.431,0.393,0.358
"P05","Bastante",0.279,0.461,0.335,0.314
"P05","Poco",0.1,0.1,0.165,0.241
"P05","Nada",0.042,0,0.09,0.087
"P05","No sabe",0.006,0.008,0.017,0
"P06","Siempre",0.269,0.175,0.11,0.203
"P06","Casi siempre",0.356,0.387,0.435,0.197
"P06","Casi nunca",0.251,0.307,0.251,0.491
"P06","Nunca, pero esta es una excepción",0.124,0.131,0.204,0.109
"P09","Unión por la Patria",0.398,0.428,0.363,0.188
"P09","Juntos por el Cambio",0.284,0.311,0.287,0.252
"P09","De los Liberales libertarios",0.209,0.124,0.139,0.038
"P09","De la Izquierda",0.026,0.054,0.038,0.117
"P09","Hacemos por nuestro país",0.014,0.022,0.044,0.01
"P09","Otro",0.041,0.019,0.057,0.067
"P09","En blanco",0.007,0.024,0,0.091
"P09","No sabe",0.021,0.018,0.072,0.237
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.338,0.435,0.394,0.231
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.28,0.283,0.246,0.182
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.305,0.217,0.219,0.059
"P12","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.021,0.017,0.026,0.101
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.012,0,0.029,0.031
"P12","En blanco",0.013,0.017,0.004,0.159
"P12","No sabe",0.031,0.031,0.082,0.237
"P15","Si",0.348,0.457,0.56,0.516
"P15","No",0.652,0.543,0.44,0.484
"P16","Sergio Massa a presidente por Unión por la Patria",0.28,0.378,0.227,0.386
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.294,0.297,0.406,0.231
"P16","Javier Milei a presidente por la Libertad Avanza",0.346,0.207,0.187,0.036
"P16","Los candidatos a presidente de la Izquierda",0.023,0.064,0.062,0.128
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.016,0,0.008,0.059
"P16","En blanco",0.012,0,0,0
"P16","No sabe",0.029,0.054,0.11,0.16
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.286,0.346,0.368,0.187
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.35,0.375,0.361,0.143
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.203,0.198,0.048,0.308
"P19","El candidato a gobernador de la Izquierda",0.042,0.049,0.05,0
"P19","En blanco",0.007,0,0.013,0.068
"P19","No sabe",0.112,0.032,0.16,0.294
"P22","Fernando Moreira a intendente por Unión por la Patria",0.354,0.467,0.196,0.336
"P22","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.378,0.358,0.453,0.277
"P22","Hernán Sardella a intendente por la Libertad Avanza",0.12,0.097,0.089,0
"P22","El candidato del Frente de Izquierda",0.015,0,0.035,0.128
"P22","En blanco",0.021,0.021,0.038,0.049
"P22","No sabe",0.112,0.057,0.189,0.21
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.444,0.248,0.257,0.363
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.191,0.323,0.253,0.055
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.271,0.21,0.427,0.311
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.035,0.17,0.015,0.038
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.03,0.005,0,0.005
"P25","No sabe",0.029,0.044,0.048,0.228
"P27","Tiene Decidido que va a ir a votar",0.962,0.867,0.742,0.674
"P27","Tiene dudas sobre si va a ir a  votar",0.026,0.129,0.09,0.203
"P27","Tiene Decidido que no va a ir a votar",0.012,0.004,0.168,0.123
"P28","Lo votaría",0.463,0.51,0.441,0.283
"P28","Puede que lo vote",0.063,0.044,0.209,0.197
"P28","Nunca lo votaría",0.456,0.434,0.302,0.282
"P28","No sabe",0.018,0.012,0.048,0.238
"P29","Lo votaría",0.326,0.27,0.291,0.352
"P29","Puede que lo vote",0.108,0.175,0.277,0.187
"P29","Nunca lo votaría",0.54,0.532,0.408,0.279
"P29","No sabe",0.026,0.023,0.024,0.182
"P30","Lo votaría",0.267,0.158,0.131,0.339
"P30","Puede que lo vote",0.095,0.193,0.192,0.166
"P30","Nunca lo votaría",0.612,0.578,0.62,0.315
"P30","No sabe",0.026,0.071,0.057,0.18
"P31","Si",0.433,0.344,0.239,0.411
"P31","No",0.567,0.656,0.761,0.589
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.368,0.419,0.255,0.353
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.271,0.278,0.34,0.196
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.315,0.224,0.235,0.028
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.017,0.038,0.052,0.091
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.008,0,0.004,0.044
"PRESIDENTE","En blanco",0.006,0.006,0,0.067
"PRESIDENTE","No sabe",0.015,0.035,0.114,0.221
"CORTA_PRESIDENTE","Si",0.19,0.163,0.375,0.307
"CORTA_PRESIDENTE","No",0.81,0.837,0.625,0.693
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.368,0.409,0.333,0.245
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.288,0.31,0.308,0.154
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.269,0.222,0.15,0.165
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.024,0.027,0.045,0.029
"GOBERNADOR","En blanco",0.007,0.006,0.007,0.117
"GOBERNADOR","No sabe",0.044,0.026,0.157,0.29
"CORTA_GOBERNADOR","Si",0.211,0.175,0.302,0.41
"CORTA_GOBERNADOR","No",0.789,0.825,0.698,0.59
"INTENDENTE","Fernando Moreira a intendente por Unión por la Patria",0.392,0.464,0.234,0.323
"INTENDENTE","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.299,0.304,0.369,0.22
"INTENDENTE","Hernán Sardella a intendente por la Libertad Avanza",0.24,0.171,0.178,0.01
"INTENDENTE","El candidato del Frente de Izquierda",0.015,0.009,0.033,0.091
"INTENDENTE","En blanco",0.012,0.014,0.019,0.107
"INTENDENTE","No sabe",0.042,0.038,0.167,0.249
"CORTA_INTENDENTE","Si",0.203,0.253,0.344,0.219
"CORTA_INTENDENTE","No",0.797,0.747,0.656,0.781
