"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P05","Mucho",0.539,0.36,0.388
"P05","Bastante",0.306,0.446,0.296
"P05","Poco",0.108,0.117,0.263
"P05","Nada",0.04,0.077,0.053
"P05","No sabe",0.007,0,0
"P06","Siempre",0.241,0.184,0.24
"P06","Casi siempre",0.369,0.329,0.164
"P06","Casi nunca",0.258,0.424,0.358
"P06","Nunca, pero esta es una excepción",0.132,0.063,0.238
"P09","Unión por la Patria",0.402,0.205,0.301
"P09","Juntos por el Cambio",0.289,0.296,0.199
"P09","De los Liberales libertarios",0.179,0.221,0.135
"P09","De la Izquierda",0.038,0.015,0.042
"P09","Hacemos por nuestro país",0.016,0.059,0
"P09","Otro",0.04,0.015,0.094
"P09","En blanco",0.015,0.006,0
"P09","No sabe",0.021,0.183,0.229
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.356,0.342,0.246
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.278,0.15,0.323
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.282,0.193,0.066
"P12","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.022,0,0.154
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.014,0.006,0.009
"P12","En blanco",0.015,0.136,0
"P12","No sabe",0.033,0.173,0.202
"P15","Si",0.371,0.691,0.474
"P15","No",0.629,0.309,0.526
"P16","Sergio Massa a presidente por Unión por la Patria",0.293,0.41,0.067
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.32,0.091,0.555
"P16","Javier Milei a presidente por la Libertad Avanza",0.274,0.424,0
"P16","Los candidatos a presidente de la Izquierda",0.034,0.011,0.356
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.017,0.007,0
"P16","En blanco",0.009,0,0
"P16","No sabe",0.053,0.057,0.022
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.29,0.394,0.204
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.374,0.089,0.323
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.179,0.271,0.259
"P19","El candidato a gobernador de la Izquierda",0.044,0,0.097
"P19","En blanco",0.012,0.008,0
"P19","No sabe",0.101,0.238,0.117
"P22","Fernando Moreira a intendente por Unión por la Patria",0.363,0.253,0.489
"P22","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.385,0.435,0.019
"P22","Hernán Sardella a intendente por la Libertad Avanza",0.109,0.027,0.097
"P22","El candidato del Frente de Izquierda",0.014,0.009,0.278
"P22","En blanco",0.022,0.06,0
"P22","No sabe",0.107,0.216,0.117
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.389,0.477,0.387
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.208,0.179,0.279
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.287,0.167,0.228
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.055,0.032,0.052
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.024,0.006,0
"P25","No sabe",0.037,0.139,0.054
"P26","Totalmente seguro",0.742,0.323,0.269
"P26","Bastante seguro",0.147,0.348,0.021
"P26","Algo seguro",0.071,0.136,0.487
"P26","Para nada seguro",0.04,0.193,0.223
"P28","Lo votaría",0.477,0.25,0.295
"P28","Puede que lo vote",0.063,0.268,0.241
"P28","Nunca lo votaría",0.435,0.403,0.32
"P28","No sabe",0.025,0.079,0.144
"P29","Lo votaría",0.32,0.166,0.46
"P29","Puede que lo vote",0.126,0.287,0.225
"P29","Nunca lo votaría",0.524,0.448,0.315
"P29","No sabe",0.03,0.099,0
"P30","Lo votaría",0.244,0.187,0.263
"P30","Puede que lo vote",0.11,0.269,0.237
"P30","Nunca lo votaría",0.605,0.454,0.5
"P30","No sabe",0.041,0.09,0
"P31","Si",0.414,0.266,0.221
"P31","No",0.586,0.734,0.779
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.375,0.362,0.079
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.275,0.168,0.455
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.283,0.311,0.054
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.022,0.008,0.21
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.009,0.005,0
"PRESIDENTE","En blanco",0.009,0.01,0
"PRESIDENTE","No sabe",0.027,0.136,0.202
"CORTA_PRESIDENTE","Si",0.193,0.402,0.33
"CORTA_PRESIDENTE","No",0.807,0.598,0.67
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.373,0.358,0.149
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.292,0.15,0.331
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.25,0.221,0.165
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.026,0,0.098
"GOBERNADOR","En blanco",0.013,0.016,0
"GOBERNADOR","No sabe",0.046,0.255,0.257
"CORTA_GOBERNADOR","Si",0.214,0.34,0.342
"CORTA_GOBERNADOR","No",0.786,0.66,0.658
"INTENDENTE","Fernando Moreira a intendente por Unión por la Patria",0.398,0.274,0.259
"INTENDENTE","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.298,0.404,0.211
"INTENDENTE","Hernán Sardella a intendente por la Libertad Avanza",0.225,0.033,0.11
"INTENDENTE","El candidato del Frente de Izquierda",0.015,0.007,0.163
"INTENDENTE","En blanco",0.017,0.05,0
"INTENDENTE","No sabe",0.047,0.232,0.257
"CORTA_INTENDENTE","Si",0.211,0.468,0.133
"CORTA_INTENDENTE","No",0.789,0.532,0.867
