"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Sergio Massa a presidente por Unión por la Patria",0.299,0.254,0.341,0.18,0.315,0.346,0.292,0.311,0.325,0.247,0.421,0.518,0.075,0.051,0.082,0.249,0.316,0.34
"Patricia Bullrich a presidenta por Juntos por el Cambio",0.31,0.264,0.353,0.233,0.23,0.361,0.442,0.236,0.356,0.315,0.218,0.204,0.734,0.535,0.123,0.402,0.246,0.281
"Javier Milei a presidente por la Libertad Avanza",0.267,0.361,0.179,0.352,0.318,0.223,0.172,0.362,0.195,0.28,0.245,0.156,0.183,0.377,0.795,0.205,0.328,0.26
"Los candidatos a presidente de la Izquierda",0.035,0.027,0.042,0.099,0.033,0.018,0.018,0.06,0.009,0.049,0.054,0.019,0,0.003,0,0.024,0.044,0.036
"Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.017,0.02,0.015,0,0.029,0.022,0,0.008,0.023,0.018,0.014,0,0.008,0.004,0,0.019,0.021,0.009
"En blanco",0.008,0.014,0.002,0.048,0,0.004,0,0,0,0.027,0.003,0.067,0,0,0,0,0.02,0
"No sabe",0.064,0.06,0.068,0.088,0.075,0.026,0.076,0.023,0.092,0.064,0.045,0.036,0,0.03,0,0.101,0.025,0.074
