"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.756,0.433,0.342,0.433
"P05","Bastante",0.169,0.438,0.337,0.126
"P05","Poco",0.046,0.091,0.24,0.194
"P05","Nada",0.014,0.023,0.065,0.163
"P05","No sabe",0.015,0.015,0.016,0.084
"P09","Unión por la Patria",0.434,0.395,0.286,0.32
"P09","Juntos por el Cambio",0.271,0.275,0.284,0.202
"P09","De los Liberales libertarios",0.171,0.176,0.185,0.206
"P09","De la Izquierda",0.013,0.042,0.046,0.031
"P09","Hacemos por nuestro país",0.019,0.006,0.019,0.053
"P09","Otro",0.037,0.03,0.072,0.066
"P09","En blanco",0.018,0.03,0.02,0.054
"P09","No sabe",0.037,0.046,0.088,0.068
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.337,0.346,0.342,0.352
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.307,0.291,0.236,0.217
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.272,0.255,0.276,0.202
"P12","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.011,0.023,0.043,0.006
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.015,0.007,0.015,0.056
"P12","En blanco",0.034,0.03,0.038,0.019
"P12","No sabe",0.024,0.048,0.05,0.148
"P15","Si",0.367,0.446,0.459,0.433
"P15","No",0.633,0.554,0.541,0.567
"P16","Sergio Massa a presidente por Unión por la Patria",0.322,0.332,0.296,0.19
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.305,0.332,0.304,0.273
"P16","Javier Milei a presidente por la Libertad Avanza",0.29,0.242,0.279,0.272
"P16","Los candidatos a presidente de la Izquierda",0.017,0.031,0.043,0.056
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.02,0.02,0.014,0.011
"P16","En blanco",0.038,0,0,0
"P16","No sabe",0.008,0.043,0.064,0.198
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.354,0.236,0.338,0.252
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.378,0.386,0.248,0.259
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.129,0.228,0.206,0.219
"P19","El candidato a gobernador de la Izquierda",0.066,0.039,0.038,0
"P19","En blanco",0.008,0.008,0.018,0.054
"P19","No sabe",0.065,0.103,0.152,0.216
"P22","Fernando Moreira a intendente por Unión por la Patria",0.374,0.296,0.39,0.416
"P22","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.342,0.49,0.372,0.169
"P22","Hernán Sardella a intendente por la Libertad Avanza",0.187,0.067,0.087,0.099
"P22","El candidato del Frente de Izquierda",0,0.021,0.047,0
"P22","En blanco",0.04,0.015,0.014,0.056
"P22","No sabe",0.057,0.111,0.09,0.26
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.397,0.351,0.363,0.543
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.223,0.222,0.202,0.188
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.272,0.327,0.282,0.142
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.053,0.043,0.058,0.077
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.027,0.021,0.03,0
"P25","No sabe",0.028,0.036,0.065,0.05
"P26","Totalmente seguro",0.798,0.697,0.648,0.664
"P26","Bastante seguro",0.114,0.167,0.174,0.155
"P26","Algo seguro",0.041,0.106,0.08,0.136
"P26","Para nada seguro",0.047,0.03,0.098,0.045
"P27","Tiene Decidido que va a ir a votar",0.925,0.934,0.87,0.918
"P27","Tiene dudas sobre si va a ir a  votar",0.045,0.052,0.09,0.027
"P27","Tiene Decidido que no va a ir a votar",0.03,0.014,0.04,0.055
"P28","Lo votaría",0.519,0.445,0.407,0.494
"P28","Puede que lo vote",0.021,0.086,0.091,0.148
"P28","Nunca lo votaría",0.452,0.447,0.455,0.292
"P28","No sabe",0.008,0.022,0.047,0.066
"P29","Lo votaría",0.343,0.31,0.306,0.295
"P29","Puede que lo vote",0.108,0.128,0.163,0.166
"P29","Nunca lo votaría",0.521,0.528,0.501,0.495
"P29","No sabe",0.028,0.034,0.03,0.044
"P30","Lo votaría",0.241,0.207,0.264,0.29
"P30","Puede que lo vote",0.113,0.13,0.116,0.129
"P30","Nunca lo votaría",0.612,0.63,0.572,0.504
"P30","No sabe",0.034,0.033,0.048,0.077
"P31","Si",0.57,0.432,0.231,0.36
"P31","No",0.43,0.568,0.769,0.64
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.369,0.376,0.366,0.299
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.283,0.303,0.261,0.227
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.278,0.24,0.274,0.243
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.018,0.024,0.033,0.022
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.007,0.008,0.015,0.042
"PRESIDENTE","En blanco",0.026,0.017,0.007,0.011
"PRESIDENTE","No sabe",0.019,0.032,0.044,0.156
"CORTA_PRESIDENTE","Si",0.176,0.231,0.239,0.222
"CORTA_PRESIDENTE","No",0.824,0.769,0.761,0.778
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.382,0.339,0.384,0.323
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.298,0.318,0.245,0.222
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.23,0.236,0.244,0.221
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.033,0.029,0.026,0.002
"GOBERNADOR","En blanco",0.015,0.02,0.025,0.071
"GOBERNADOR","No sabe",0.042,0.058,0.076,0.161
