"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.348,0.375,0.357,0.407
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.316,0.304,0.246,0.256
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.276,0.26,0.288,0.256
"P12_imputada","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.011,0.024,0.043,0.006
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.015,0.007,0.028,0.056
"P12_imputada","En blanco",0.034,0.03,0.038,0.019
"P16_imputada","Sergio Massa a presidente por Unión por la Patria",0.33,0.345,0.314,0.226
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.305,0.347,0.346,0.372
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.29,0.242,0.279,0.284
"P16_imputada","Los candidatos a presidente de la Izquierda",0.017,0.043,0.047,0.056
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.02,0.023,0.014,0.062
"P16_imputada","En blanco",0.038,0,0,0
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.359,0.263,0.391,0.267
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.43,0.422,0.33,0.395
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.137,0.268,0.206,0.284
"P19_imputada","El candidato a gobernador de la Izquierda",0.066,0.039,0.055,0
"P19_imputada","En blanco",0.008,0.008,0.018,0.054
"P22_imputada","Fernando Moreira a intendente por Unión por la Patria",0.411,0.332,0.431,0.505
"P22_imputada","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.362,0.518,0.409,0.309
"P22_imputada","Hernán Sardella a intendente por la Libertad Avanza",0.187,0.088,0.099,0.131
"P22_imputada","El candidato del Frente de Izquierda",0,0.028,0.047,0
"P22_imputada","En blanco",0.04,0.034,0.014,0.055
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria",0.38,0.389,0.375,0.347
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.291,0.315,0.283,0.295
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.278,0.24,0.278,0.264
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.018,0.03,0.035,0.022
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.007,0.009,0.022,0.061
"PRESIDENTE_imputada","En blanco",0.026,0.017,0.007,0.011
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.392,0.36,0.409,0.361
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.327,0.34,0.278,0.302
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.233,0.251,0.248,0.264
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.033,0.029,0.033,0.002
"GOBERNADOR_imputada","En blanco",0.015,0.02,0.032,0.071
"INTENDENTE_imputada","Fernando Moreira a intendente por Unión por la Patria",0.412,0.381,0.427,0.446
"INTENDENTE_imputada","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.306,0.379,0.304,0.272
"INTENDENTE_imputada","Hernán Sardella a intendente por la Libertad Avanza",0.243,0.188,0.208,0.211
"INTENDENTE_imputada","El candidato del Frente de Izquierda",0.013,0.025,0.03,0.002
"INTENDENTE_imputada","En blanco",0.026,0.027,0.031,0.069
