"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria",0.61,0.34,0.133,0.107,0.022,0.214,0.145,0.202
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.057,0.55,0.414,0.285,0.157,0.131,0.452,0.128
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.322,0.084,0.432,0.183,0.3,0.311,0.288,0.314
"P12_imputada","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.001,0,0.005,0.417,0.014,0.067,0.013,0.07
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.001,0,0.005,0,0.489,0.211,0,0.033
"P12_imputada","En blanco",0.009,0.026,0.011,0.008,0.018,0.066,0.102,0.253
"P16_imputada","Sergio Massa a presidente por Unión por la Patria",0.699,0.177,0.073,0.091,0,0.162,0.653,0.312
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.187,0.694,0.116,0.279,0.3,0.12,0.303,0.177
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.056,0.127,0.783,0.176,0.618,0.409,0.017,0.219
"P16_imputada","Los candidatos a presidente de la Izquierda",0.033,0,0.016,0.454,0,0.014,0,0.173
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0,0.002,0.012,0,0.082,0.295,0,0.119
"P16_imputada","En blanco",0.025,0,0,0,0,0,0.027,0
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.765,0.149,0.114,0.152,0.036,0.347,0.114,0.32
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.101,0.721,0.379,0.203,0.206,0.135,0.027,0.405
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.099,0.114,0.49,0.049,0.718,0.233,0.649,0.241
"P19_imputada","El candidato a gobernador de la Izquierda",0.035,0.009,0.017,0.44,0,0.264,0,0
"P19_imputada","En blanco",0,0.007,0,0.156,0.04,0.021,0.21,0.034
"P22_imputada","Fernando Moreira a intendente por Unión por la Patria",0.742,0.25,0.222,0.415,0.307,0.392,0.052,0.436
"P22_imputada","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.124,0.641,0.567,0.349,0.659,0.054,0.434,0.298
"P22_imputada","Hernán Sardella a intendente por la Libertad Avanza",0.098,0.074,0.198,0.059,0.034,0.341,0.33,0.045
"P22_imputada","El candidato del Frente de Izquierda",0.004,0.009,0.013,0.177,0,0.017,0,0.179
"P22_imputada","En blanco",0.032,0.026,0,0,0,0.196,0.184,0.042
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria",0.653,0.29,0.082,0.08,0,0.259,0.552,0.281
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.102,0.61,0.298,0.311,0.251,0.143,0.302,0.171
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.225,0.083,0.602,0.192,0.475,0.335,0.062,0.258
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.011,0,0.013,0.409,0.014,0.014,0.014,0.115
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.001,0.001,0.005,0,0.26,0.227,0,0.067
"PRESIDENTE_imputada","En blanco",0.008,0.016,0,0.008,0,0.022,0.07,0.108
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.672,0.275,0.1,0.096,0.021,0.317,0.224,0.294
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.068,0.626,0.405,0.293,0.209,0.154,0.161,0.301
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.247,0.076,0.481,0.131,0.547,0.264,0.4,0.288
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.009,0.006,0.014,0.397,0.016,0.095,0.02,0
"GOBERNADOR_imputada","En blanco",0.004,0.017,0,0.083,0.207,0.17,0.195,0.117
"INTENDENTE_imputada","Fernando Moreira a intendente por Unión por la Patria",0.659,0.324,0.141,0.205,0.178,0.329,0.204,0.36
"INTENDENTE_imputada","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.079,0.589,0.48,0.347,0.44,0.132,0.354,0.224
"INTENDENTE_imputada","Hernán Sardella a intendente por la Libertad Avanza",0.247,0.057,0.369,0.138,0.179,0.3,0.24,0.191
"INTENDENTE_imputada","El candidato del Frente de Izquierda",0.002,0.006,0.01,0.301,0.015,0.016,0.022,0.092
"INTENDENTE_imputada","En blanco",0.013,0.024,0,0.009,0.188,0.223,0.18,0.133
