"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy buena",0.092,0.109,0.076,0.112,0.088,0.088,0.083,0.113,0.075,0.092,0.079,0.098,0.106,0.103,0.089,0.082,0.097,0.077,0.084,0.056
"Buena",0.215,0.222,0.209,0.194,0.198,0.252,0.228,0.183,0.215,0.248,0.227,0.208,0.193,0.219,0.22,0.252,0.223,0.216,0.197,0.219
"Ni buena ni mala",0.366,0.355,0.376,0.394,0.357,0.348,0.378,0.328,0.383,0.382,0.375,0.389,0.39,0.33,0.434,0.349,0.361,0.34,0.356,0.383
"Mala",0.202,0.192,0.21,0.153,0.215,0.213,0.21,0.222,0.202,0.181,0.199,0.178,0.203,0.225,0.088,0.191,0.201,0.195,0.222,0.253
"Muy mala",0.125,0.122,0.129,0.147,0.142,0.099,0.101,0.154,0.125,0.097,0.12,0.127,0.108,0.123,0.169,0.126,0.118,0.172,0.141,0.089
