"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy buena",0.062,0.068,0.056,0.083,0.048,0.056,0.074,0.083,0.053,0.051,0.05,0.066,0.084,0.072,0.054,0.077,0.062,0.029,0.047,0.038
"Buena",0.111,0.1,0.121,0.085,0.105,0.126,0.135,0.103,0.12,0.108,0.119,0.105,0.138,0.12,0.103,0.099,0.113,0.088,0.098,0.102
"Ni buena ni mala",0.197,0.172,0.219,0.205,0.209,0.173,0.193,0.198,0.201,0.191,0.17,0.165,0.128,0.234,0.199,0.209,0.218,0.221,0.228,0.252
"Mala",0.233,0.235,0.232,0.211,0.229,0.243,0.256,0.251,0.241,0.203,0.209,0.233,0.236,0.241,0.223,0.197,0.207,0.26,0.308,0.203
"Muy mala",0.397,0.425,0.372,0.416,0.409,0.402,0.342,0.365,0.385,0.447,0.452,0.431,0.414,0.333,0.421,0.418,0.4,0.402,0.319,0.405
