"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Muy buena",0.047,0.057,0.039,0.07,0.048,0.035,0.04,0.072,0.031,0.044,0.042,0.055,0.042,0.061,0.031,0.029,0.044,0.032,0.046,0.06
"Buena",0.161,0.166,0.156,0.111,0.15,0.181,0.213,0.134,0.141,0.213,0.2,0.16,0.159,0.126,0.167,0.142,0.182,0.105,0.196,0.181
"Ni buena ni mala",0.384,0.366,0.4,0.334,0.373,0.4,0.442,0.33,0.395,0.424,0.399,0.384,0.417,0.345,0.343,0.39,0.385,0.449,0.337,0.398
"Mala",0.251,0.256,0.247,0.256,0.266,0.252,0.21,0.258,0.283,0.204,0.221,0.267,0.247,0.295,0.288,0.278,0.224,0.204,0.252,0.202
"Muy mala",0.157,0.155,0.158,0.229,0.163,0.132,0.095,0.206,0.15,0.115,0.138,0.134,0.135,0.173,0.171,0.161,0.165,0.21,0.169,0.159
