"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"1",0.342,0.304,0.376,0.373,0.342,0.322,0.319,0.322,0.344,0.361,0.323,0.31,0.346,0.372,0.49,0.273,0.228
"2",0.041,0.045,0.037,0.057,0.035,0.031,0.043,0.039,0.039,0.045,0.043,0.041,0.041,0.038,0.055,0.032,0.021
"3",0.026,0.032,0.02,0.031,0.028,0.023,0.018,0.02,0.024,0.035,0.037,0.013,0.019,0.024,0.022,0.028,0.087
"4",0.023,0.025,0.021,0.02,0.024,0.025,0.023,0.019,0.026,0.024,0.02,0.021,0.016,0.027,0.02,0.018,0.037
"5",0.108,0.133,0.086,0.087,0.113,0.127,0.104,0.108,0.103,0.118,0.116,0.086,0.085,0.115,0.084,0.126,0.112
"6",0.022,0.019,0.024,0.022,0.018,0.026,0.025,0.015,0.024,0.027,0.025,0.017,0.032,0.02,0.013,0.023,0.04
"7",0.035,0.045,0.027,0.034,0.038,0.036,0.032,0.026,0.036,0.046,0.039,0.03,0.03,0.036,0.017,0.052,0.056
"8",0.037,0.043,0.031,0.036,0.034,0.042,0.038,0.029,0.035,0.049,0.041,0.027,0.032,0.04,0.02,0.048,0.033
"9",0.366,0.354,0.378,0.34,0.368,0.368,0.398,0.422,0.369,0.295,0.356,0.455,0.399,0.328,0.279,0.4,0.386
