"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.447,0.233,0.313,0.3,0.439,0.477,0.503,0.4,0.335
"P04","Realizo changas o trabajos de vez en cuando",0.191,0.514,0.13,0.13,0.217,0.18,0.172,0.199,0.276
"P04","No tengo trabajo",0.197,0.161,0.448,0.12,0.188,0.18,0.153,0.233,0.207
"P04","Soy jubilado o pensionado",0.165,0.092,0.109,0.45,0.156,0.163,0.172,0.168,0.182
"P06","1",0.386,0.229,0.124,0.178,0.108,0.144,0.186,0.29,0.45
"P06","2",0.039,0.17,0.038,0.041,0.038,0.055,0.068,0.094,0.027
"P06","3",0.023,0.041,0.138,0.019,0.037,0.103,0.13,0.042,0.024
"P06","4",0.018,0.022,0.022,0.162,0.063,0.077,0.091,0.038,0.011
"P06","5",0.114,0.174,0.141,0.194,0.465,0.187,0.169,0.173,0.084
"P06","6",0.015,0.026,0.05,0.08,0.052,0.195,0.043,0.032,0.005
"P06","7",0.031,0.023,0.164,0.082,0.065,0.062,0.182,0.059,0.01
"P06","8",0.035,0.106,0.117,0.073,0.055,0.045,0.067,0.16,0.015
"P06","9",0.339,0.209,0.206,0.171,0.117,0.132,0.064,0.112,0.374
"P07","1",0.302,0.297,0.2,0.254,0.281,0.351,0.539,0.519,0.499
"P07","2",0.039,0.071,0.05,0.057,0.035,0.044,0.051,0.036,0.019
"P07","3",0.015,0.034,0.054,0.046,0.03,0.049,0.052,0.019,0.002
"P07","4",0.011,0.036,0.033,0.055,0.029,0.043,0.048,0.012,0.002
"P07","5",0.102,0.112,0.138,0.121,0.179,0.096,0.054,0.063,0.052
"P07","6",0.016,0.025,0.029,0.038,0.024,0.051,0.023,0.014,0.012
"P07","7",0.022,0.033,0.111,0.054,0.046,0.039,0.051,0.004,0.007
"P07","8",0.027,0.051,0.061,0.073,0.048,0.035,0.038,0.036,0.008
"P07","9",0.466,0.341,0.324,0.302,0.328,0.292,0.144,0.297,0.399
"P09","Del Frente de Todos y el peronismo",0.254,0.277,0.214,0.242,0.237,0.343,0.573,0.497,0.449
"P09","De Cambiemos",0.362,0.293,0.408,0.384,0.285,0.218,0.172,0.193,0.183
"P09","De los Liberales libertarios",0.208,0.204,0.242,0.16,0.16,0.15,0.093,0.11,0.104
"P09","De la Izquierda",0.017,0.039,0.011,0.027,0.015,0.04,0.038,0.071,0.086
"P09","No sabe",0.159,0.187,0.125,0.187,0.303,0.249,0.124,0.129,0.178
"P10","A Alberto Fernández",0.362,0.409,0.37,0.237,0.192,0.111,0.098,0.181,0.268
"P10","A Sergio Massa",0.217,0.201,0.086,0.189,0.262,0.3,0.132,0.116,0.153
"P10","A algún candidato del peronismo",0.215,0.161,0.253,0.328,0.235,0.153,0.134,0.071,0.128
"P10","A algún candidato del kirchnerismo",0.206,0.229,0.291,0.246,0.311,0.436,0.636,0.632,0.451
"P11","A Alberto Fernández",0.267,0.308,0.267,0.088,0.175,0.05,0.045,0.074,0.172
"P11","A Sergio Massa",0.167,0.097,0.119,0.242,0.182,0.184,0.073,0.066,0.093
"P11","A algún candidato del peronismo",0.179,0.19,0.223,0.275,0.17,0.112,0.082,0.074,0.052
"P11","A Cristina Fernández de Kirchner",0.387,0.405,0.391,0.395,0.473,0.654,0.8,0.786,0.683
"P12","A Horacio Rodriguez Larreta",0.202,0.328,0.269,0.259,0.256,0.304,0.26,0.302,0.333
"P12","A Mauricio Macri",0.403,0.384,0.403,0.316,0.272,0.287,0.278,0.238,0.351
"P12","A Patricia Bullrich",0.314,0.237,0.267,0.274,0.326,0.248,0.201,0.264,0.161
"P12","A Facundo Manes",0.051,0.028,0.049,0.089,0.091,0.116,0.189,0.13,0.098
"P12","A Gerardo Morales",0.03,0.023,0.012,0.062,0.055,0.045,0.072,0.066,0.057
"P13","Seguro lo votaria",0.232,0.249,0.15,0.1,0.145,0.147,0.08,0.238,0.37
"P13","Quizás lo votaría",0.317,0.344,0.4,0.344,0.357,0.329,0.198,0.362,0.354
"P13","Nunca lo votaría",0.451,0.407,0.45,0.556,0.498,0.524,0.722,0.4,0.276
"P14","Lo votaría",0.296,0.241,0.261,0.259,0.183,0.107,0.11,0.118,0.174
"P14","Puede que lo vote",0.212,0.211,0.319,0.242,0.22,0.171,0.102,0.094,0.108
"P14","Nunca lo votaría",0.393,0.421,0.352,0.376,0.463,0.634,0.7,0.708,0.622
"P14","No sabe",0.099,0.127,0.068,0.123,0.134,0.088,0.088,0.08,0.096
"P15","Lo votaría",0.136,0.126,0.096,0.162,0.106,0.121,0.135,0.101,0.159
"P15","Puede que lo vote",0.16,0.14,0.133,0.134,0.181,0.307,0.385,0.341,0.249
"P15","Nunca lo votaría",0.609,0.586,0.708,0.63,0.588,0.47,0.371,0.499,0.451
"P15","No sabe",0.095,0.148,0.063,0.074,0.125,0.102,0.109,0.059,0.141
"P16","Lo votaría",0.138,0.161,0.076,0.085,0.081,0.072,0.108,0.128,0.221
"P16","Puede que lo vote",0.111,0.1,0.086,0.113,0.133,0.215,0.331,0.289,0.226
"P16","Nunca lo votaría",0.677,0.631,0.798,0.74,0.686,0.602,0.442,0.498,0.465
"P16","No sabe",0.074,0.108,0.04,0.062,0.1,0.111,0.119,0.085,0.088
"P17","La votaría",0.212,0.24,0.137,0.161,0.221,0.327,0.534,0.492,0.481
"P17","Puede que la vote",0.07,0.071,0.03,0.048,0.064,0.098,0.104,0.102,0.091
"P17","Nunca la votaría",0.669,0.612,0.8,0.744,0.657,0.537,0.312,0.367,0.372
"P17","No sabe",0.049,0.077,0.033,0.047,0.058,0.038,0.05,0.039,0.056
"P18","Lo votaría",0.179,0.173,0.188,0.16,0.137,0.113,0.095,0.117,0.136
"P18","Puede que lo vote",0.258,0.24,0.276,0.288,0.261,0.241,0.141,0.144,0.131
"P18","Nunca lo votaría",0.463,0.471,0.435,0.465,0.471,0.53,0.692,0.706,0.616
"P18","No sabe",0.1,0.116,0.101,0.087,0.131,0.116,0.072,0.033,0.117
"P19","Lo votaría",0.07,0.066,0.071,0.112,0.084,0.055,0.039,0.039,0.065
"P19","Puede que lo vote",0.196,0.216,0.239,0.258,0.247,0.273,0.214,0.182,0.153
"P19","Nunca lo votaría",0.597,0.537,0.532,0.518,0.483,0.489,0.59,0.662,0.586
"P19","No sabe",0.137,0.181,0.158,0.112,0.186,0.183,0.157,0.117,0.196
"P20","La votaría",0.312,0.215,0.348,0.269,0.236,0.129,0.096,0.152,0.146
"P20","Puede que la vote",0.206,0.268,0.263,0.235,0.188,0.199,0.107,0.111,0.112
"P20","Nunca la votaría",0.394,0.367,0.298,0.419,0.462,0.59,0.751,0.721,0.643
"P20","No sabe",0.088,0.15,0.091,0.077,0.114,0.082,0.046,0.016,0.099
"P21","Lo votaría",0.268,0.289,0.243,0.145,0.199,0.135,0.101,0.133,0.174
"P21","Puede que lo vote",0.2,0.199,0.291,0.251,0.173,0.188,0.086,0.112,0.117
"P21","Nunca lo votaría",0.452,0.399,0.385,0.517,0.524,0.592,0.773,0.723,0.606
"P21","No sabe",0.08,0.113,0.081,0.087,0.104,0.085,0.04,0.032,0.103
"P22","La votaría",0.166,0.162,0.146,0.144,0.123,0.062,0.061,0.094,0.097
"P22","Puede que la vote",0.235,0.213,0.277,0.283,0.235,0.197,0.129,0.117,0.114
"P22","Nunca la votaría",0.498,0.482,0.431,0.48,0.497,0.623,0.744,0.758,0.641
"P22","No sabe",0.101,0.143,0.146,0.093,0.145,0.118,0.066,0.031,0.148
"P23","Lo votaría",0.074,0.098,0.033,0.072,0.064,0.094,0.089,0.088,0.124
"P23","Puede que lo vote",0.129,0.14,0.108,0.164,0.158,0.26,0.396,0.342,0.266
"P23","Nunca lo votaría",0.731,0.632,0.771,0.675,0.681,0.528,0.434,0.518,0.497
"P23","No sabe",0.066,0.13,0.088,0.089,0.097,0.118,0.081,0.052,0.113
"P24","Lo votaría",0.061,0.086,0.038,0.053,0.052,0.034,0.038,0.058,0.045
"P24","Puede que lo vote",0.167,0.162,0.207,0.219,0.178,0.175,0.144,0.066,0.1
"P24","Nunca lo votaría",0.642,0.598,0.616,0.582,0.609,0.592,0.671,0.805,0.703
"P24","No sabe",0.13,0.154,0.139,0.146,0.161,0.199,0.147,0.071,0.152
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.27,0.222,0.283,0.267,0.176,0.135,0.095,0.121,0.102
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.124,0.103,0.124,0.172,0.14,0.115,0.051,0.096,0.062
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.058,0.05,0.052,0.028,0.046,0.017,0.029,0.063,0.055
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.208,0.248,0.131,0.201,0.212,0.361,0.586,0.518,0.466
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.246,0.265,0.297,0.162,0.205,0.171,0.085,0.091,0.152
"P25","Nicolás del Caño – Myriam Bregman",0.009,0.016,0.006,0.017,0.011,0.051,0.028,0.044,0.06
"P25","Otros candidatos",0.085,0.096,0.107,0.153,0.21,0.15,0.126,0.067,0.103
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.249,0.279,0.15,0.21,0.241,0.394,0.625,0.548,0.515
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.339,0.28,0.405,0.367,0.241,0.198,0.127,0.149,0.138
"P29","Javier Milei – José Luis Espert por los liberales",0.277,0.307,0.321,0.201,0.227,0.17,0.102,0.131,0.163
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.015,0.043,0.004,0.023,0.016,0.063,0.033,0.063,0.076
"P29","Otro candidato",0.12,0.091,0.12,0.199,0.275,0.175,0.113,0.109,0.108
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.303,0.305,0.296,0.338,0.259,0.191,0.168,0.159,0.149
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.198,0.211,0.147,0.181,0.163,0.284,0.401,0.38,0.355
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.313,0.291,0.383,0.21,0.262,0.196,0.118,0.109,0.184
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.022,0.041,0.014,0.034,0.018,0.07,0.049,0.1,0.085
"P31","Otro candidato",0.164,0.152,0.16,0.237,0.298,0.259,0.264,0.252,0.227
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.175,0.19,0.092,0.189,0.223,0.331,0.509,0.41,0.351
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.382,0.31,0.424,0.423,0.302,0.231,0.136,0.185,0.171
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.278,0.281,0.302,0.157,0.21,0.168,0.087,0.091,0.158
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.018,0.035,0.044,0.019,0.017,0.053,0.031,0.069,0.093
"P33","Otro candidato",0.147,0.184,0.138,0.212,0.248,0.217,0.237,0.245,0.227
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.192,0.185,0.096,0.196,0.212,0.335,0.477,0.411,0.346
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.279,0.239,0.299,0.353,0.26,0.196,0.165,0.146,0.142
"P35","Javier Milei – José Luis Espert por los liberales",0.311,0.328,0.365,0.2,0.251,0.22,0.096,0.117,0.17
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.018,0.035,0.034,0.024,0.012,0.062,0.034,0.074,0.098
"P35","Otro candidato",0.2,0.213,0.206,0.227,0.265,0.187,0.228,0.252,0.244
