"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.322,0.297,0.346,0.293,0.358,0.313,0.288,0.392,0.296,0.284,0.298,0.29,0.346,0.354,0.728,0.06,0.106
"Mauricio Macri – María Eugenia Vidal por Cambiemos",0.267,0.238,0.296,0.142,0.218,0.34,0.437,0.223,0.27,0.31,0.279,0.235,0.207,0.28,0.058,0.56,0.165
"Javier Milei – José Luis Espert por los liberales",0.228,0.303,0.156,0.39,0.231,0.167,0.103,0.224,0.249,0.204,0.232,0.297,0.223,0.195,0.087,0.249,0.342
"Nicolás del Caño – Myriam Bregman por la izquierda",0.031,0.028,0.034,0.043,0.04,0.015,0.018,0.027,0.027,0.041,0.038,0.021,0.045,0.028,0.029,0.012,0.028
"Otro candidato",0.152,0.134,0.168,0.132,0.153,0.165,0.154,0.134,0.158,0.161,0.153,0.157,0.179,0.143,0.098,0.119,0.359
