"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.253,0.239,0.265,0.282,0.308,0.213,0.163,0.313,0.231,0.225,0.259,0.203,0.285,0.263,0.309,0.235,0.258
"A Mauricio Macri",0.353,0.346,0.36,0.275,0.338,0.371,0.435,0.376,0.347,0.341,0.333,0.36,0.361,0.368,0.273,0.37,0.297
"A Patricia Bullrich",0.281,0.304,0.26,0.303,0.236,0.317,0.306,0.201,0.296,0.334,0.298,0.268,0.312,0.267,0.178,0.315,0.24
"A Facundo Manes",0.073,0.066,0.079,0.093,0.071,0.07,0.059,0.073,0.082,0.061,0.076,0.072,0.018,0.077,0.177,0.047,0.143
"A Gerardo Morales",0.04,0.045,0.036,0.047,0.047,0.029,0.037,0.037,0.044,0.039,0.034,0.097,0.024,0.025,0.063,0.033,0.062
