"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.404,0.446,0.435,0.242
"P04","Realizo changas o trabajos de vez en cuando",0.156,0.202,0.217,0.308
"P04","No tengo trabajo",0.187,0.166,0.189,0.295
"P04","Soy jubilado o pensionado",0.253,0.186,0.159,0.155
"P05","1",0.4,0.332,0.25,0.291
"P05","2",0.066,0.103,0.056,0.118
"P05","3",0.1,0.096,0.043,0.068
"P05","4",0.091,0.1,0.07,0.067
"P05","5",0.179,0.179,0.173,0.222
"P05","6",0.021,0.042,0.049,0.035
"P05","7",0.026,0.036,0.1,0.032
"P05","8",0.026,0.024,0.06,0.007
"P05","9",0.091,0.088,0.199,0.16
"P06","1",0.16,0.15,0.367,0.313
"P06","2",0.031,0.045,0.06,0.078
"P06","3",0.029,0.037,0.055,0.028
"P06","4",0.026,0.037,0.057,0.046
"P06","5",0.179,0.197,0.19,0.245
"P06","6",0.045,0.052,0.031,0.031
"P06","7",0.097,0.084,0.04,0.023
"P06","8",0.083,0.106,0.028,0.036
"P06","9",0.35,0.292,0.172,0.2
"P07","1",0.196,0.218,0.478,0.28
"P07","2",0.024,0.044,0.038,0.073
"P07","3",0.024,0.034,0.026,0.018
"P07","4",0.019,0.035,0.019,0.026
"P07","5",0.141,0.133,0.091,0.092
"P07","6",0.028,0.028,0.018,0.018
"P07","7",0.056,0.058,0.02,0.021
"P07","8",0.053,0.062,0.025,0.029
"P07","9",0.459,0.388,0.285,0.443
"P09","Del Frente de Todos y el peronismo",0.067,0.116,0.512,0.196
"P09","De Cambiemos",0.63,0.415,0.121,0.145
"P09","De los Liberales libertarios",0.205,0.312,0.125,0.121
"P09","De la Izquierda",0.019,0.013,0.053,0.019
"P09","No sabe",0.079,0.144,0.189,0.519
"P10","A Alberto Fernández",0.359,0.337,0.227,0.483
"P10","A Sergio Massa",0.135,0.163,0.183,0.175
"P10","A algún candidato del peronismo",0.398,0.375,0.148,0.22
"P10","A algún candidato del kirchnerismo",0.108,0.125,0.442,0.122
"P11","A Alberto Fernández",0.274,0.238,0.136,0.437
"P11","A Sergio Massa",0.107,0.227,0.121,0.095
"P11","A algún candidato del peronismo",0.441,0.302,0.106,0.157
"P11","A Cristina Fernández de Kirchner",0.178,0.233,0.637,0.311
"P12","A Horacio Rodriguez Larreta",0.114,0.353,0.385,0.406
"P12","A Mauricio Macri",0.34,0.388,0.304,0.472
"P12","A Patricia Bullrich",0.505,0.111,0.08,0.023
"P12","A Facundo Manes",0.03,0.084,0.163,0.027
"P12","A Gerardo Morales",0.011,0.064,0.068,0.072
"P13","Seguro lo votaria",0.198,0.171,0.238,0.277
"P13","Quizás lo votaría",0.348,0.328,0.239,0.442
"P13","Nunca lo votaría",0.454,0.501,0.523,0.281
"P14","Lo votaría",0.551,0.25,0.065,0.11
"P14","Puede que lo vote",0.268,0.379,0.091,0.172
"P14","Nunca lo votaría",0.139,0.284,0.771,0.308
"P14","No sabe",0.042,0.087,0.073,0.41
"P15","Lo votaría",0.089,0.081,0.174,0.079
"P15","Puede que lo vote",0.066,0.135,0.299,0.152
"P15","Nunca lo votaría",0.813,0.722,0.449,0.304
"P15","No sabe",0.032,0.062,0.078,0.465
"P16","Lo votaría",0.042,0.058,0.19,0.145
"P16","Puede que lo vote",0.021,0.082,0.252,0.126
"P16","Nunca lo votaría",0.918,0.829,0.478,0.394
"P16","No sabe",0.019,0.031,0.08,0.335
"P17","La votaría",0.05,0.072,0.487,0.198
"P17","Puede que la vote",0.015,0.05,0.112,0.067
"P17","Nunca la votaría",0.928,0.855,0.371,0.433
"P17","No sabe",0.007,0.023,0.03,0.302
"P18","Lo votaría",0.303,0.191,0.079,0.083
"P18","Puede que lo vote",0.395,0.382,0.108,0.135
"P18","Nunca lo votaría",0.253,0.362,0.763,0.225
"P18","No sabe",0.049,0.065,0.05,0.557
"P19","Lo votaría",0.146,0.074,0.042,0.029
"P19","Puede que lo vote",0.243,0.399,0.152,0.058
"P19","Nunca lo votaría",0.533,0.434,0.699,0.147
"P19","No sabe",0.078,0.093,0.107,0.766
"P21","Lo votaría",0.344,0.285,0.125,0.154
"P21","Puede que lo vote",0.293,0.339,0.078,0.113
"P21","Nunca lo votaría",0.327,0.324,0.767,0.141
"P21","No sabe",0.036,0.052,0.03,0.592
"P22","La votaría",0.302,0.171,0.045,0.055
"P22","Puede que la vote",0.378,0.352,0.09,0.098
"P22","Nunca la votaría",0.255,0.384,0.814,0.178
"P22","No sabe",0.065,0.093,0.051,0.669
"P23","Lo votaría",0.057,0.043,0.11,0.063
"P23","Puede que lo vote",0.052,0.113,0.297,0.111
"P23","Nunca lo votaría",0.858,0.801,0.534,0.323
"P23","No sabe",0.033,0.043,0.059,0.503
"P24","Lo votaría",0.101,0.077,0.027,0.027
"P24","Puede que lo vote",0.256,0.239,0.103,0.043
"P24","Nunca lo votaría",0.566,0.577,0.772,0.263
"P24","No sabe",0.077,0.107,0.098,0.667
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.477,0.253,0.057,0.132
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.151,0.211,0.062,0.089
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.012,0.031,0.068,0.084
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.027,0.063,0.52,0.206
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.208,0.344,0.148,0.182
"P25","Nicolás del Caño – Myriam Bregman",0.008,0.015,0.033,0.012
"P25","Otros candidatos",0.117,0.083,0.112,0.295
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.035,0.083,0.575,0.255
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.594,0.367,0.071,0.192
"P29","Javier Milei – José Luis Espert por los liberales",0.241,0.388,0.157,0.229
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.01,0.017,0.051,0.009
"P29","Otro candidato",0.12,0.145,0.146,0.315
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.444,0.36,0.125,0.203
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.06,0.086,0.385,0.235
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.312,0.396,0.167,0.255
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.01,0.013,0.069,0.004
"P31","Otro candidato",0.174,0.145,0.254,0.303
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.049,0.073,0.432,0.131
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.724,0.4,0.072,0.189
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.176,0.376,0.167,0.237
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.004,0.012,0.063,0.026
"P33","Otro candidato",0.047,0.139,0.266,0.417
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.067,0.081,0.42,0.147
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.442,0.351,0.107,0.164
"P35","Javier Milei – José Luis Espert por los liberales",0.307,0.399,0.157,0.261
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.011,0.014,0.059,0.034
"P35","Otro candidato",0.173,0.155,0.257,0.394
