"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.351,0.295,0.416,0.467,0.408,0.504,0.513,0.479,0.383
"P04","Realizo changas o trabajos de vez en cuando",0.22,0.317,0.258,0.219,0.24,0.173,0.18,0.184,0.214
"P04","No tengo trabajo",0.231,0.233,0.19,0.164,0.191,0.123,0.126,0.165,0.216
"P04","Soy jubilado o pensionado",0.198,0.155,0.136,0.15,0.161,0.2,0.181,0.172,0.187
"P05","1",0.433,0.232,0.16,0.127,0.181,0.118,0.167,0.191,0.438
"P05","2",0.065,0.254,0.071,0.039,0.07,0.055,0.031,0.145,0.068
"P05","3",0.03,0.05,0.206,0.033,0.049,0.089,0.192,0.138,0.058
"P05","4",0.049,0.06,0.032,0.278,0.075,0.16,0.107,0.097,0.054
"P05","5",0.071,0.132,0.147,0.257,0.433,0.252,0.204,0.175,0.088
"P05","6",0.021,0.042,0.091,0.069,0.038,0.205,0.043,0.032,0.022
"P05","7",0.041,0.079,0.175,0.125,0.053,0.069,0.191,0.071,0.016
"P05","8",0.041,0.071,0.037,0.034,0.035,0.033,0.04,0.11,0.018
"P05","9",0.249,0.08,0.081,0.038,0.066,0.019,0.025,0.041,0.238
"P07","1",0.55,0.32,0.37,0.339,0.266,0.218,0.21,0.167,0.26
"P07","2",0.025,0.245,0.066,0.056,0.029,0.041,0.036,0.044,0.017
"P07","3",0.007,0.01,0.139,0.029,0.025,0.093,0.061,0.031,0.01
"P07","4",0.011,0.014,0.029,0.157,0.018,0.026,0.025,0.054,0.01
"P07","5",0.043,0.056,0.07,0.051,0.256,0.096,0.139,0.099,0.087
"P07","6",0.005,0.01,0.031,0.039,0.027,0.128,0.029,0.05,0.009
"P07","7",0.006,0.014,0.021,0.029,0.04,0.062,0.191,0.069,0.022
"P07","8",0.008,0.024,0.025,0.039,0.049,0.045,0.067,0.184,0.021
"P07","9",0.345,0.307,0.249,0.261,0.29,0.291,0.242,0.302,0.564
"P09","Del Frente de Todos y el peronismo",0.484,0.408,0.481,0.352,0.251,0.188,0.192,0.148,0.192
"P09","De Cambiemos",0.211,0.253,0.219,0.244,0.314,0.38,0.418,0.382,0.351
"P09","De los Liberales libertarios",0.093,0.095,0.097,0.114,0.124,0.195,0.263,0.311,0.27
"P09","De la Izquierda",0.045,0.063,0.037,0.038,0.039,0.021,0.007,0.016,0.02
"P09","No sabe",0.167,0.181,0.166,0.252,0.272,0.216,0.12,0.143,0.167
"P10","A Alberto Fernández",0.298,0.239,0.22,0.121,0.228,0.163,0.123,0.314,0.298
"P10","A Sergio Massa",0.145,0.114,0.152,0.196,0.244,0.33,0.332,0.163,0.249
"P10","A algún candidato del peronismo",0.123,0.156,0.211,0.244,0.249,0.23,0.221,0.327,0.217
"P10","A algún candidato del kirchnerismo",0.434,0.491,0.417,0.439,0.279,0.277,0.324,0.196,0.236
"P11","A Alberto Fernández",0.205,0.174,0.165,0.078,0.15,0.058,0.022,0.269,0.201
"P11","A Sergio Massa",0.092,0.102,0.106,0.235,0.195,0.226,0.163,0.078,0.169
"P11","A algún candidato del peronismo",0.098,0.064,0.097,0.124,0.198,0.16,0.282,0.288,0.179
"P11","A Cristina Fernández de Kirchner",0.605,0.66,0.632,0.563,0.457,0.556,0.533,0.365,0.451
"P12","A Horacio Rodriguez Larreta",0.282,0.274,0.358,0.271,0.279,0.298,0.177,0.179,0.229
"P12","A Mauricio Macri",0.407,0.401,0.265,0.297,0.284,0.244,0.373,0.366,0.389
"P12","A Patricia Bullrich",0.191,0.224,0.247,0.165,0.284,0.307,0.369,0.327,0.323
"P12","A Facundo Manes",0.082,0.066,0.049,0.156,0.1,0.077,0.061,0.101,0.035
"P12","A Gerardo Morales",0.038,0.035,0.081,0.111,0.053,0.074,0.02,0.027,0.024
"P13","Seguro lo votaria",0.268,0.161,0.257,0.09,0.175,0.118,0.1,0.177,0.246
"P13","Quizás lo votaría",0.287,0.384,0.204,0.297,0.332,0.302,0.426,0.367,0.36
"P13","Nunca lo votaría",0.445,0.455,0.539,0.613,0.493,0.58,0.474,0.456,0.394
"P14","Lo votaría",0.165,0.19,0.118,0.131,0.19,0.235,0.309,0.277,0.316
"P14","Puede que lo vote",0.109,0.195,0.154,0.171,0.208,0.308,0.311,0.32,0.216
"P14","Nunca lo votaría",0.633,0.508,0.648,0.565,0.473,0.352,0.298,0.317,0.361
"P14","No sabe",0.093,0.107,0.08,0.133,0.129,0.105,0.082,0.086,0.107
"P15","Lo votaría",0.188,0.137,0.151,0.166,0.107,0.107,0.093,0.058,0.103
"P15","Puede que lo vote",0.261,0.269,0.378,0.218,0.19,0.157,0.15,0.108,0.125
"P15","Nunca lo votaría",0.434,0.491,0.394,0.489,0.564,0.631,0.712,0.77,0.674
"P15","No sabe",0.117,0.103,0.077,0.127,0.139,0.105,0.045,0.064,0.098
"P16","Lo votaría",0.233,0.099,0.158,0.113,0.097,0.052,0.027,0.035,0.097
"P16","Puede que lo vote",0.225,0.206,0.252,0.216,0.15,0.099,0.104,0.07,0.082
"P16","Nunca lo votaría",0.44,0.566,0.511,0.566,0.652,0.779,0.836,0.843,0.758
"P16","No sabe",0.102,0.129,0.079,0.105,0.101,0.07,0.033,0.052,0.063
"P17","La votaría",0.49,0.357,0.432,0.303,0.213,0.141,0.119,0.103,0.165
"P17","Puede que la vote",0.096,0.117,0.091,0.081,0.078,0.046,0.058,0.032,0.043
"P17","Nunca la votaría",0.362,0.476,0.426,0.518,0.637,0.763,0.818,0.84,0.747
"P17","No sabe",0.052,0.05,0.051,0.098,0.072,0.05,0.005,0.025,0.045
"P18","Lo votaría",0.124,0.14,0.152,0.114,0.157,0.198,0.197,0.137,0.178
"P18","Puede que lo vote",0.147,0.192,0.177,0.237,0.251,0.305,0.36,0.35,0.248
"P18","Nunca lo votaría",0.621,0.551,0.595,0.548,0.449,0.413,0.383,0.46,0.475
"P18","No sabe",0.108,0.117,0.076,0.101,0.143,0.084,0.06,0.053,0.099
"P19","Lo votaría",0.065,0.06,0.067,0.08,0.086,0.088,0.066,0.077,0.065
"P19","Puede que lo vote",0.159,0.192,0.266,0.22,0.247,0.298,0.269,0.262,0.196
"P19","Nunca lo votaría",0.603,0.536,0.551,0.564,0.458,0.479,0.573,0.559,0.599
"P19","No sabe",0.173,0.212,0.116,0.136,0.209,0.135,0.092,0.102,0.14
"P20","La votaría",0.141,0.142,0.162,0.14,0.22,0.278,0.383,0.351,0.348
"P20","Puede que la vote",0.104,0.164,0.164,0.156,0.192,0.258,0.262,0.354,0.23
"P20","Nunca la votaría",0.649,0.554,0.614,0.608,0.472,0.389,0.321,0.236,0.345
"P20","No sabe",0.106,0.14,0.06,0.096,0.116,0.075,0.034,0.059,0.077
"P21","Lo votaría",0.147,0.145,0.125,0.139,0.171,0.147,0.254,0.297,0.334
"P21","Puede que lo vote",0.116,0.126,0.158,0.145,0.167,0.256,0.302,0.283,0.226
"P21","Nunca lo votaría",0.643,0.593,0.654,0.634,0.554,0.498,0.417,0.375,0.362
"P21","No sabe",0.094,0.136,0.063,0.082,0.108,0.099,0.027,0.045,0.078
"P22","La votaría",0.098,0.109,0.066,0.083,0.127,0.137,0.166,0.19,0.172
"P22","Puede que la vote",0.127,0.162,0.178,0.187,0.225,0.312,0.326,0.344,0.232
"P22","Nunca la votaría",0.652,0.562,0.65,0.645,0.507,0.42,0.441,0.379,0.489
"P22","No sabe",0.123,0.167,0.106,0.085,0.141,0.131,0.067,0.087,0.107
"P23","Lo votaría",0.13,0.068,0.14,0.096,0.063,0.044,0.057,0.024,0.052
"P23","Puede que lo vote",0.278,0.26,0.284,0.248,0.171,0.159,0.087,0.065,0.114
"P23","Nunca lo votaría",0.493,0.525,0.518,0.572,0.654,0.718,0.816,0.855,0.759
"P23","No sabe",0.099,0.147,0.058,0.084,0.112,0.079,0.04,0.056,0.075
"P24","Lo votaría",0.048,0.062,0.055,0.075,0.053,0.08,0.049,0.046,0.054
"P24","Puede que lo vote",0.116,0.134,0.15,0.151,0.189,0.216,0.245,0.164,0.166
"P24","Nunca lo votaría",0.696,0.59,0.659,0.661,0.574,0.516,0.634,0.678,0.654
"P24","No sabe",0.14,0.214,0.136,0.113,0.184,0.188,0.072,0.112,0.126
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.131,0.176,0.141,0.137,0.189,0.226,0.307,0.275,0.276
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.086,0.098,0.119,0.122,0.138,0.217,0.135,0.143,0.099
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.076,0.053,0.05,0.048,0.058,0.016,0.02,0.03,0.027
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.488,0.391,0.46,0.346,0.223,0.164,0.144,0.081,0.156
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.117,0.114,0.099,0.127,0.169,0.199,0.261,0.346,0.329
"P25","Nicolás del Caño – Myriam Bregman",0.025,0.033,0.038,0.017,0.031,0.01,0.012,0.011,0.014
"P25","Otros candidatos",0.077,0.135,0.093,0.203,0.192,0.168,0.121,0.114,0.099
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.537,0.466,0.508,0.381,0.262,0.199,0.141,0.091,0.177
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.168,0.236,0.196,0.171,0.266,0.345,0.406,0.374,0.343
"P29","Javier Milei – José Luis Espert por los liberales",0.137,0.118,0.152,0.17,0.193,0.229,0.297,0.404,0.346
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.04,0.051,0.049,0.033,0.036,0.013,0.015,0.024,0.018
"P29","Otro candidato",0.118,0.129,0.095,0.245,0.243,0.214,0.141,0.107,0.116
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.182,0.273,0.242,0.216,0.28,0.347,0.333,0.285,0.284
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.396,0.298,0.322,0.274,0.208,0.126,0.097,0.094,0.129
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.15,0.114,0.143,0.169,0.211,0.237,0.372,0.429,0.398
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.061,0.062,0.085,0.076,0.034,0.015,0.009,0.025,0.014
"P31","Otro candidato",0.211,0.253,0.208,0.265,0.267,0.275,0.189,0.167,0.175
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.39,0.272,0.441,0.356,0.221,0.183,0.133,0.074,0.117
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.195,0.265,0.205,0.198,0.319,0.454,0.438,0.465,0.378
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.147,0.121,0.129,0.165,0.176,0.19,0.286,0.327,0.325
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.054,0.072,0.075,0.036,0.042,0,0.01,0.028,0.01
"P33","Otro candidato",0.214,0.27,0.15,0.245,0.242,0.173,0.133,0.106,0.17
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.393,0.27,0.393,0.375,0.216,0.197,0.13,0.077,0.126
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.16,0.231,0.173,0.186,0.295,0.337,0.347,0.292,0.27
"P35","Javier Milei – José Luis Espert por los liberales",0.153,0.143,0.152,0.183,0.196,0.215,0.337,0.434,0.389
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.051,0.086,0.061,0.043,0.04,0.021,0.011,0.024,0.013
"P35","Otro candidato",0.243,0.27,0.221,0.213,0.253,0.23,0.175,0.173,0.202
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.504,0.442,0.523,0.429,0.251,0.172,0.171,0.089,0.181
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.181,0.225,0.17,0.186,0.304,0.366,0.344,0.305,0.27
"P37","Javier Milei – José Luis Espert por los liberales",0.143,0.148,0.169,0.16,0.21,0.242,0.325,0.431,0.4
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.031,0.054,0.044,0.026,0.031,0.003,0.005,0.013,0.009
"P37","Otro candidato",0.141,0.131,0.094,0.199,0.204,0.217,0.155,0.162,0.14
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.419,0.32,0.466,0.377,0.228,0.172,0.126,0.083,0.11
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.178,0.245,0.181,0.188,0.296,0.437,0.421,0.391,0.355
"P38","Javier Milei – José Luis Espert por los liberales",0.138,0.147,0.161,0.154,0.18,0.213,0.293,0.413,0.345
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.068,0.046,0.061,0.044,0.039,0,0.01,0.012,0.017
"P38","Otro candidato",0.197,0.242,0.131,0.237,0.257,0.178,0.15,0.101,0.173
"P39","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.557,0.518,0.546,0.438,0.29,0.194,0.157,0.106,0.185
"P39","Mauricio Macri presidente – María Eugenia Vidal vice",0.233,0.302,0.282,0.282,0.383,0.518,0.638,0.638,0.51
"P39","No sabe",0.21,0.18,0.172,0.28,0.327,0.288,0.205,0.256,0.305
"P40","Alberto Fernández presidente – Daniel Scioli vice",0.465,0.397,0.412,0.348,0.23,0.153,0.134,0.085,0.145
"P40","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.229,0.281,0.301,0.236,0.411,0.503,0.569,0.563,0.452
"P40","No sabe",0.306,0.322,0.287,0.416,0.359,0.344,0.297,0.352,0.403
"P41","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.475,0.335,0.502,0.426,0.247,0.191,0.154,0.076,0.1
"P41","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.229,0.316,0.273,0.283,0.413,0.568,0.686,0.685,0.568
"P41","No sabe",0.296,0.349,0.225,0.291,0.34,0.241,0.16,0.239,0.332
"P42","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.548,0.481,0.508,0.402,0.273,0.195,0.158,0.088,0.169
"P42","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.216,0.3,0.297,0.238,0.448,0.539,0.564,0.566,0.471
"P42","No sabe",0.236,0.219,0.195,0.36,0.279,0.266,0.278,0.346,0.36
"P43","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.461,0.369,0.479,0.401,0.234,0.19,0.13,0.108,0.115
"P43","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.221,0.322,0.307,0.251,0.44,0.547,0.585,0.554,0.45
"P43","No sabe",0.318,0.309,0.214,0.348,0.326,0.263,0.285,0.338,0.435
"P44","Mauricio Macri – María Eugenia Vidal",0.252,0.318,0.257,0.291,0.405,0.563,0.594,0.572,0.49
"P44","Sergio Massa – Wado de Pedro",0.452,0.344,0.516,0.45,0.274,0.204,0.208,0.173,0.153
"P44","No sabe",0.296,0.338,0.227,0.259,0.321,0.233,0.198,0.255,0.357
"P45","Sergio Massa – Wado de Pedro",0.447,0.395,0.457,0.412,0.266,0.189,0.168,0.142,0.156
"P45","Javier Milei – José Luis Espert",0.218,0.264,0.279,0.271,0.335,0.452,0.583,0.564,0.507
"P45","No sabe",0.335,0.341,0.264,0.317,0.399,0.359,0.249,0.294,0.337
"P46","Horacio Rodríguez Larreta – Gerardo Morales",0.219,0.284,0.214,0.285,0.303,0.403,0.351,0.305,0.302
"P46","Javier Milei – José Luis Espert",0.16,0.18,0.216,0.232,0.275,0.309,0.398,0.463,0.427
"P46","No sabe",0.621,0.536,0.57,0.483,0.422,0.288,0.251,0.232,0.271
"P47","Muy buena",0.134,0.056,0.066,0.099,0.042,0.035,0.053,0.032,0.067
"P47","Buena",0.219,0.233,0.207,0.092,0.122,0.076,0.086,0.088,0.088
"P47","Ni buena ni mala",0.242,0.276,0.259,0.265,0.189,0.166,0.112,0.067,0.092
"P47","Mala",0.131,0.128,0.155,0.187,0.147,0.12,0.077,0.091,0.083
"P47","Muy mala",0.255,0.286,0.313,0.354,0.486,0.596,0.665,0.721,0.653
"P47","No sabe",0.019,0.021,0,0.003,0.014,0.007,0.007,0.001,0.017
"P48","Muy buena",0.146,0.051,0.085,0.081,0.059,0.036,0.007,0.012,0.063
"P48","Buena",0.216,0.178,0.189,0.117,0.093,0.076,0.07,0.05,0.061
"P48","Ni buena ni mala",0.201,0.255,0.217,0.199,0.153,0.104,0.085,0.054,0.068
"P48","Mala",0.141,0.115,0.146,0.216,0.144,0.175,0.094,0.107,0.092
"P48","Muy mala",0.285,0.36,0.36,0.381,0.539,0.586,0.741,0.775,0.711
"P48","No sabe",0.011,0.041,0.003,0.006,0.012,0.023,0.003,0.002,0.005
"P49","Muy buena",0.464,0.351,0.362,0.256,0.152,0.111,0.091,0.055,0.103
"P49","Buena",0.089,0.141,0.134,0.115,0.078,0.059,0.066,0.022,0.047
"P49","Ni buena ni mala",0.083,0.07,0.044,0.131,0.067,0.045,0.022,0.028,0.044
