"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.193,0.138,0.242,0.235,0.209,0.172,0.123,0.239,0.225,0.097,0.175,0.196,0.202,0.204,0.195,0.099,0.244
"A Sergio Massa",0.137,0.156,0.119,0.154,0.121,0.126,0.165,0.188,0.118,0.108,0.14,0.142,0.03,0.146,0.132,0.187,0.052
"A algún candidato del peronismo",0.202,0.245,0.165,0.216,0.23,0.169,0.165,0.229,0.195,0.186,0.175,0.284,0.209,0.189,0.178,0.541,0.427
"A algún candidato del kirchnerismo",0.468,0.461,0.474,0.395,0.44,0.533,0.547,0.344,0.462,0.609,0.51,0.378,0.559,0.461,0.495,0.173,0.277
