"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.287,0.51,0.49,0.534
"P04","Realizo changas o trabajos de vez en cuando",0.353,0.145,0.227,0.167
"P04","No tengo trabajo",0.274,0.176,0.141,0.101
"P04","Soy jubilado o pensionado",0.086,0.169,0.142,0.198
"P05","Derecha",0.219,0.25,0.289,0.102
"P05","Centro derecha",0.025,0.088,0.17,0.034
"P05","Centro izquierda",0.187,0.242,0.207,0.471
"P05","Izquierda",0.083,0.046,0.102,0.188
"P05","No sabe",0.486,0.374,0.232,0.205
"P06","Alta",0.474,0.47,0.402,0.67
"P06","Media",0.298,0.327,0.323,0.203
"P06","Baja",0.228,0.203,0.275,0.127
"P07","Estoy de acuerdo",0.404,0.47,0.44,0.731
"P07","Debería realizarse solo en caso de violación o riesgo de vida de la madre",0.387,0.312,0.452,0.179
"P07","No estoy de acuerdo",0.166,0.17,0.093,0.058
"P07","No sabe",0.043,0.048,0.015,0.032
"P10","A Alberto Fernández",0.801,0.159,0.045,0.107
"P10","A Sergio Massa",0.06,0.736,0.086,0.08
"P10","A algún candidato del peronismo",0.099,0.064,0.788,0.08
"P10","A algún candidato del kirchnerismo",0.04,0.041,0.081,0.733
"P14","Lo votaría",0.02,0.117,0.154,0.022
"P14","Puede que lo vote",0.037,0.042,0.136,0.032
"P14","Nunca lo votaría",0.846,0.817,0.642,0.92
"P14","No sabe",0.097,0.024,0.068,0.026
"P15","Lo votaría",0.103,0.649,0.16,0.147
"P15","Puede que lo vote",0.306,0.232,0.275,0.529
"P15","Nunca lo votaría",0.377,0.095,0.464,0.245
"P15","No sabe",0.214,0.024,0.101,0.079
"P16","Lo votaría",0.724,0.264,0.133,0.206
"P16","Puede que lo vote",0.136,0.275,0.276,0.468
"P16","Nunca lo votaría",0.088,0.365,0.439,0.206
"P16","No sabe",0.052,0.096,0.152,0.12
"P17","La votaría",0.559,0.435,0.277,0.864
"P17","Puede que la vote",0.19,0.253,0.264,0.052
"P17","Nunca la votaría",0.157,0.213,0.405,0.075
"P17","No sabe",0.094,0.099,0.054,0.009
"P18","Lo votaría",0.067,0.124,0.182,0.013
"P18","Puede que lo vote",0.062,0.102,0.155,0.041
"P18","Nunca lo votaría",0.684,0.716,0.596,0.906
"P18","No sabe",0.187,0.058,0.067,0.04
"P19","Lo votaría",0.098,0.052,0.126,0.025
"P19","Puede que lo vote",0.072,0.172,0.107,0.074
"P19","Nunca lo votaría",0.62,0.632,0.579,0.785
"P19","No sabe",0.21,0.144,0.188,0.116
"P20","La votaría",0.104,0.023,0.149,0.021
"P20","Puede que la vote",0.096,0.177,0.14,0.012
"P20","Nunca la votaría",0.686,0.704,0.68,0.945
"P20","No sabe",0.114,0.096,0.031,0.022
"P21","Lo votaría",0.042,0.04,0.082,0.027
"P21","Puede que lo vote",0.124,0.113,0.125,0.023
"P21","Nunca lo votaría",0.669,0.744,0.683,0.925
"P21","No sabe",0.165,0.103,0.11,0.025
"P22","La votaría",0.103,0.135,0.127,0.055
"P22","Puede que la vote",0.067,0.096,0.146,0.027
"P22","Nunca la votaría",0.694,0.683,0.594,0.878
"P22","No sabe",0.136,0.086,0.133,0.04
"P23","Lo votaría",0.182,0.249,0.19,0.239
"P23","Puede que lo vote",0.241,0.314,0.236,0.493
"P23","Nunca lo votaría",0.342,0.371,0.469,0.176
"P23","No sabe",0.235,0.066,0.105,0.092
"P24","Lo votaría",0.036,0.023,0.062,0.018
"P24","Puede que lo vote",0.058,0.139,0.139,0.046
"P24","Nunca lo votaría",0.636,0.706,0.524,0.847
"P24","No sabe",0.27,0.132,0.275,0.089
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.029,0.093,0.158,0.009
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.006,0.009,0.105,0.003
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.631,0.215,0.127,0.032
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.285,0.55,0.289,0.941
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0,0.05,0.082,0.001
"P25","Otros candidatos",0.049,0.083,0.239,0.014
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.569,0.711,0.351,0.877
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.127,0.017,0.164,0.029
"P29","Javier Milei – José Luis Espert por los liberales",0.064,0.132,0.061,0.047
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.092,0.047,0.048,0.036
"P29","Otro candidato",0.148,0.093,0.376,0.011
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.032,0.077,0.158,0.055
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.773,0.525,0.36,0.591
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.037,0.091,0.077,0.007
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.052,0.066,0.022,0.051
"P31","Otro candidato",0.106,0.241,0.383,0.296
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.489,0.716,0.276,0.702
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.034,0.113,0.176,0.031
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.031,0.104,0.106,0.005
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.1,0.013,0.025,0.032
"P33","Otro candidato",0.346,0.054,0.417,0.23
"P35","Cristina Fernández de Kirchner presidenta – Sergio Massa vice",0.806,0.682,0.449,0.938
"P35","Mauricio Macri presidente – María Eugenia Vidal vice",0.028,0.142,0.298,0.047
"P35","No sabe",0.166,0.176,0.253,0.015
"P36","Alberto Fernández presidente – Daniel Scioli vice",0.874,0.655,0.384,0.808
"P36","Horacio Rodríguez Larreta presidente – Gerardo Morales vice",0.025,0.122,0.3,0.02
"P36","No sabe",0.101,0.223,0.316,0.172
"P37","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.566,0.844,0.333,0.827
"P37","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.051,0.05,0.276,0.003
"P37","No sabe",0.383,0.106,0.391,0.17
"P38","Muy buena",0.328,0.105,0.061,0.146
"P38","Buena",0.343,0.333,0.284,0.381
"P38","Ni buena ni mala",0.308,0.341,0.359,0.34
"P38","Mala",0.006,0.157,0.092,0.107
"P38","Muy mala",0.015,0.064,0.194,0.016
"P38","No sabe",0,0,0.01,0.01
"P39","Muy buena",0.421,0.145,0.045,0.076
"P39","Buena",0.467,0.239,0.214,0.387
"P39","Ni buena ni mala",0.083,0.359,0.272,0.366
"P39","Mala",0.019,0.181,0.125,0.13
"P39","Muy mala",0.01,0.072,0.343,0.031
"P39","No sabe",0,0.004,0.001,0.01
"P40","Muy buena",0.407,0.315,0.162,0.769
"P40","Buena",0.271,0.363,0.229,0.129
"P40","Ni buena ni mala",0.166,0.143,0.134,0.066
"P40","Mala",0.066,0.045,0.097,0.022
"P40","Muy mala",0.059,0.114,0.374,0.013
"P40","No sabe",0.031,0.02,0.004,0.001
"P41","Muy buena",0.038,0.024,0.14,0.06
"P41","Buena",0.002,0.043,0.164,0.008
"P41","Ni buena ni mala",0.232,0.108,0.119,0.036
"P41","Mala",0.283,0.328,0.203,0.149
"P41","Muy mala",0.426,0.474,0.362,0.745
"P41","No sabe",0.019,0.023,0.012,0.002
"P42","Muy buena",0.058,0.027,0.108,0.005
"P42","Buena",0.017,0.166,0.187,0.017
"P42","Ni buena ni mala",0.324,0.273,0.252,0.096
"P42","Mala",0.178,0.245,0.206,0.195
"P42","Muy mala",0.394,0.262,0.236,0.682
"P42","No sabe",0.029,0.027,0.011,0.005
"P43","Muy buena",0.119,0.504,0.049,0.098
"P43","Buena",0.331,0.284,0.268,0.335
"P43","Ni buena ni mala",0.327,0.136,0.308,0.409
"P43","Mala",0.101,0.052,0.139,0.074
"P43","Muy mala",0.093,0.024,0.225,0.079
"P43","No sabe",0.029,0,0.011,0.005
"P44","Muy buena",0.05,0.155,0.058,0.014
"P44","Buena",0.061,0.028,0.084,0.041
"P44","Ni buena ni mala",0.292,0.071,0.233,0.054
"P44","Mala",0.131,0.32,0.178,0.112
"P44","Muy mala",0.372,0.397,0.411,0.77
"P44","No sabe",0.094,0.029,0.036,0.009
"P45","Muy buena",0.032,0.008,0.087,0
"P45","Buena",0.025,0.01,0.153,0.006
"P45","Ni buena ni mala",0.302,0.087,0.195,0.038
"P45","Mala",0.218,0.425,0.187,0.124
"P45","Muy mala",0.407,0.441,0.358,0.828
"P45","No sabe",0.016,0.029,0.02,0.004
"P46","Muy buena",0.194,0.221,0.18,0.103
"P46","Buena",0.309,0.313,0.293,0.434
"P46","Ni buena ni mala",0.271,0.192,0.242,0.327
"P46","Mala",0.127,0.126,0.095,0.05
"P46","Muy mala",0.084,0.115,0.174,0.083
"P46","No sabe",0.015,0.033,0.016,0.003
"P47","Muy buena",0.054,0.011,0.03,0.015
"P47","Buena",0.047,0.127,0.078,0.053
"P47","Ni buena ni mala",0.414,0.204,0.398,0.151
"P47","Mala",0.112,0.339,0.213,0.189
