"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.395,0.141,0.107,0.135,0.242
"P06","Casi siempre",0.3,0.445,0.29,0.152,0.215
"P06","Casi nunca",0.196,0.281,0.376,0.293,0.308
"P06","Nunca, pero esta es una excepción",0.109,0.133,0.227,0.42,0.235
"P09","Unidos para Cambiar Santa Fe",0.367,0.396,0.272,0.266,0.346
"P09","Juntos Avancemos",0.323,0.253,0.172,0.159,0.039
"P09","De los liberales libertarios",0.12,0.169,0.199,0.13,0.222
"P09","De la Izquierda",0.05,0.06,0.075,0.064,0.04
"P09","Otro",0.071,0.059,0.12,0.132,0.074
"P09","En blanco",0.038,0.018,0.088,0.049,0.14
"P09","No sabe",0.031,0.045,0.074,0.2,0.139
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.415,0.491,0.44,0.479,0.173
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.384,0.269,0.198,0.133,0.297
"P11","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.063,0.069,0.099,0.128,0.291
"P11","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.031,0.045,0.026,0.022,0.045
"P11","Otro",0.049,0.055,0.143,0.07,0.109
"P11","En blanco",0.031,0.027,0.045,0.067,0.085
"P11","No sabe",0.027,0.044,0.049,0.101,0
"P13","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.354,0.43,0.551,0.421,0.233
"P13","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.223,0.198,0.164,0.147,0.201
"P13","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.242,0.186,0.117,0.159,0.112
"P13","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.071,0.101,0.049,0.057,0.028
"P13","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.066,0.024,0.039,0.134,0.119
"P13","No sabe",0.044,0.061,0.08,0.082,0.307
"P14","Totalmente seguro.",0.809,0.688,0.564,0.594,0.628
"P14","Bastante seguro",0.089,0.182,0.183,0.039,0.032
"P14","Algo seguro",0.058,0.099,0.151,0.095,0.144
"P14","Para nada seguro",0.044,0.031,0.102,0.272,0.196
"P15","Tiene Decidido que va a ir a votar.",0.955,0.913,0.84,0.735,0.607
"P15","Tiene dudas sobre si va a ir a  votar",0.025,0.055,0.12,0.085,0.214
"P15","Tiene Decidido que no va a ir a votar",0.02,0.032,0.04,0.18,0.179
"P16","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.408,0.314,0.23,0.281,0.289
"P16","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.26,0.336,0.321,0.263,0.19
"P16","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.275,0.257,0.338,0.271,0.356
"P16","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.038,0.031,0.063,0.009
"P16","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.024,0.018,0.005,0.058,0.143
"P16","En blanco",0.012,0.003,0.014,0.007,0
"P16","No sabe",0.004,0.034,0.061,0.057,0.013
"P19","Si",0.51,0.445,0.315,0.402,0.215
"P19","No",0.49,0.555,0.685,0.598,0.785
"P11_imputada","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.421,0.523,0.469,0.579,0.173
"P11_imputada","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.395,0.275,0.209,0.133,0.297
"P11_imputada","Edelvino Bodoira a gobernador y Nora Lucia Sanchez por Viva la Libertad",0.072,0.072,0.1,0.129,0.291
"P11_imputada","Carla Deiana a gobernadora y Mauricio Acosta a vicegobernador por el Frente de Izquierda",0.031,0.046,0.029,0.022,0.045
"P11_imputada","Otro",0.05,0.056,0.148,0.07,0.109
"P11_imputada","En blanco",0.031,0.028,0.045,0.067,0.085
"P16_imputada","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.409,0.316,0.238,0.281,0.302
"P16_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.263,0.35,0.373,0.317,0.19
"P16_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.276,0.275,0.338,0.271,0.356
"P16_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.017,0.038,0.031,0.063,0.009
"P16_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.023,0.018,0.005,0.061,0.143
"P16_imputada","En blanco",0.012,0.003,0.015,0.007,0
