"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.079,0.177,0.622,0.24
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.872,0.501,0.153,0.143
"P06","En blanco",0.046,0.174,0.168,0.168
"P06","Aun no tengo decidido mi voto",0.003,0.148,0.057,0.449
"P08","Totalmente seguro",0.784,0.211,0.67,0.13
"P08","Bastante seguro",0.154,0.28,0.128,0.108
"P08","Algo seguro",0.034,0.241,0.116,0.252
"P08","Para nada seguro",0.028,0.268,0.086,0.51
"P09","Tiene Decidido que va a ir a votar",0.94,0.709,0.857,0.56
"P09","Tiene dudas sobre si va a ir a  votar",0.035,0.232,0.081,0.305
"P09","Tiene Decidido que no va a ir a votar",0.025,0.059,0.062,0.135
"P10","Lo votaría",0.115,0.121,0.58,0.134
"P10","Puede que lo vote",0.046,0.32,0.074,0.117
"P10","Nunca lo votaría",0.825,0.532,0.322,0.296
"P10","No sabe",0.014,0.027,0.024,0.453
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.052,0.363,0.588,0.68
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.948,0.637,0.412,0.32
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.2,0.253,0.355,0.026
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.8,0.223,0.009,0.098
"P14","En blanco",0,0.524,0.636,0.876
