"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.854,0.237,0.055,0.112
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.121,0.357,0.759,0.205
"P06","En blanco",0.016,0.215,0.143,0.245
"P06","Aun no tengo decidido mi voto",0.009,0.191,0.043,0.438
"P08","Totalmente seguro",0.748,0.268,0.666,0.147
"P08","Bastante seguro",0.136,0.206,0.167,0.102
"P08","Algo seguro",0.082,0.172,0.098,0.248
"P08","Para nada seguro",0.034,0.354,0.069,0.503
"P09","Tiene Decidido que va a ir a votar",0.933,0.574,0.882,0.747
"P09","Tiene dudas sobre si va a ir a  votar",0.057,0.369,0.052,0.186
"P09","Tiene Decidido que no va a ir a votar",0.01,0.057,0.066,0.067
"P11","Lo votaría",0.164,0.194,0.619,0.173
"P11","Puede que lo vote",0.061,0.479,0.141,0.116
"P11","Nunca lo votaría",0.76,0.287,0.222,0.271
"P11","No sabe",0.015,0.04,0.018,0.44
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.78,0.791,0.181,0.97
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.22,0.209,0.819,0.03
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.961,0.459,0,0.063
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0,0.009,0.288,0.074
"P14","En blanco",0.039,0.532,0.712,0.863
