"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.122,0.128,0.118,0.144,0.126,0.103,0.113,0.141,0.113,0.116,0.12,0.176,0.098,0.097,0.155,0.075,0.095,0.167,0.135,0.094
"Entre 4 y 6 días a la semana",0.227,0.235,0.219,0.257,0.238,0.209,0.189,0.227,0.231,0.22,0.168,0.216,0.206,0.213,0.286,0.252,0.248,0.297,0.271,0.185
"Entre 1 y 3 días a la semana",0.366,0.369,0.364,0.31,0.361,0.397,0.403,0.319,0.37,0.412,0.382,0.341,0.419,0.399,0.219,0.372,0.37,0.317,0.368,0.33
"Raramente",0.221,0.21,0.23,0.193,0.221,0.235,0.234,0.22,0.234,0.202,0.264,0.19,0.219,0.242,0.23,0.225,0.211,0.171,0.183,0.331
"Nunca",0.064,0.058,0.069,0.096,0.054,0.056,0.061,0.093,0.052,0.05,0.066,0.077,0.058,0.049,0.11,0.076,0.076,0.048,0.043,0.06
