"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.119,0.139,0.101,0.104,0.123,0.11,0.137,0.148,0.102,0.111,0.12,0.128,0.143,0.083,0.11,0.093,0.129,0.09,0.17,0.086
"Entre 4 y 6 días a la semana",0.105,0.12,0.091,0.135,0.113,0.083,0.083,0.111,0.109,0.094,0.077,0.114,0.087,0.091,0.07,0.066,0.098,0.158,0.166,0.116
"Entre 1 y 3 días a la semana",0.175,0.19,0.161,0.251,0.177,0.151,0.116,0.148,0.189,0.183,0.175,0.186,0.134,0.212,0.165,0.224,0.168,0.183,0.15,0.126
"Raramente",0.378,0.355,0.4,0.349,0.391,0.393,0.366,0.39,0.382,0.362,0.38,0.359,0.394,0.352,0.332,0.391,0.374,0.391,0.407,0.418
"Nunca",0.223,0.196,0.247,0.161,0.196,0.263,0.298,0.203,0.218,0.25,0.248,0.213,0.242,0.262,0.323,0.226,0.231,0.178,0.107,0.254
