"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.261,0.277,0.247,0.24,0.274,0.249,0.273,0.255,0.253,0.279,0.253,0.263,0.235,0.237,0.273,0.339,0.254,0.258,0.287,0.266
"Entre 4 y 6 días a la semana",0.238,0.248,0.228,0.308,0.223,0.225,0.205,0.217,0.259,0.23,0.214,0.242,0.234,0.231,0.228,0.184,0.276,0.262,0.24,0.236
"Entre 1 y 3 días a la semana",0.281,0.282,0.281,0.234,0.277,0.314,0.305,0.281,0.27,0.299,0.315,0.264,0.32,0.292,0.235,0.306,0.263,0.304,0.209,0.284
"Raramente",0.175,0.159,0.189,0.176,0.177,0.179,0.163,0.183,0.179,0.159,0.167,0.198,0.156,0.189,0.244,0.135,0.149,0.14,0.22,0.175
"Nunca",0.045,0.034,0.055,0.042,0.049,0.033,0.054,0.064,0.039,0.033,0.051,0.033,0.055,0.051,0.02,0.036,0.058,0.036,0.044,0.039
