"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.627,0.572,0.675,0.636,0.581,0.646,0.691,0.585,0.646,0.646,0.573,0.595,0.628,0.675,0.691,0.698,0.629,0.553,0.681,0.623
"Entre 4 y 6 días a la semana",0.144,0.176,0.116,0.147,0.162,0.144,0.103,0.133,0.132,0.171,0.193,0.154,0.217,0.139,0.169,0.105,0.133,0.059,0.087,0.127
"Entre 1 y 3 días a la semana",0.072,0.086,0.059,0.093,0.073,0.068,0.053,0.08,0.06,0.078,0.097,0.067,0.051,0.061,0.112,0.054,0.093,0.084,0.056,0.078
"Raramente",0.069,0.074,0.064,0.064,0.079,0.062,0.061,0.066,0.077,0.061,0.062,0.064,0.036,0.065,0.01,0.1,0.07,0.096,0.087,0.087
"Nunca",0.088,0.092,0.086,0.06,0.105,0.08,0.092,0.136,0.085,0.044,0.075,0.12,0.068,0.06,0.018,0.043,0.075,0.208,0.089,0.085
