"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.094,0.099,0.089,0.123,0.101,0.064,0.08,0.095,0.085,0.106,0.108,0.12,0.066,0.075,0.082,0.054,0.122,0.073,0.102,0.092
"Entre 4 y 6 días a la semana",0.145,0.144,0.145,0.174,0.134,0.141,0.135,0.109,0.168,0.151,0.139,0.162,0.133,0.145,0.063,0.141,0.173,0.173,0.11,0.108
"Entre 1 y 3 días a la semana",0.248,0.262,0.235,0.239,0.248,0.263,0.238,0.207,0.249,0.292,0.315,0.225,0.285,0.273,0.277,0.241,0.24,0.252,0.158,0.217
"Raramente",0.381,0.373,0.389,0.351,0.385,0.394,0.396,0.408,0.374,0.361,0.335,0.363,0.367,0.369,0.395,0.413,0.33,0.394,0.51,0.434
"Nunca",0.132,0.122,0.142,0.113,0.132,0.138,0.151,0.181,0.124,0.09,0.103,0.13,0.149,0.138,0.183,0.151,0.135,0.108,0.12,0.149
