"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Si",0.54,0.528,0.551,0.52,0.55,0.571,0.5,0.425,0.52,0.687,0.674,0.563,0.589,0.556,0.565,0.506,0.568,0.376,0.373,0.509
"Parcialmente",0.183,0.221,0.15,0.182,0.193,0.19,0.154,0.162,0.198,0.184,0.158,0.192,0.169,0.193,0.199,0.215,0.137,0.234,0.213,0.161
"No",0.277,0.251,0.299,0.298,0.257,0.239,0.346,0.413,0.282,0.129,0.168,0.245,0.242,0.251,0.236,0.279,0.295,0.39,0.414,0.33
