"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.511,0.498,0.523,0.445,0.558,0.536,0.449,0.537,0.487,0.517,0.463,0.48,0.567,0.549,0.557,0.514,0.572,0.53,0.316,0.604
"Entre 4 y 6 días a la semana",0.096,0.106,0.087,0.115,0.097,0.094,0.077,0.101,0.088,0.103,0.081,0.092,0.081,0.081,0.104,0.104,0.098,0.115,0.131,0.113
"Entre 1 y 3 días a la semana",0.099,0.103,0.095,0.137,0.088,0.093,0.086,0.073,0.112,0.107,0.112,0.106,0.092,0.081,0.143,0.089,0.064,0.096,0.16,0.089
"Raramente",0.162,0.159,0.165,0.21,0.146,0.143,0.17,0.175,0.186,0.115,0.143,0.201,0.148,0.171,0.109,0.166,0.13,0.125,0.259,0.069
"Nunca",0.132,0.134,0.13,0.093,0.111,0.134,0.218,0.114,0.127,0.158,0.201,0.121,0.112,0.118,0.087,0.127,0.136,0.134,0.134,0.125
