"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.086,0.089,0.084,0.086,0.095,0.073,0.084,0.112,0.072,0.078,0.087,0.125,0.055,0.079,0.096,0.04,0.092,0.096,0.082,0.074
"Entre 4 y 6 días a la semana",0.205,0.229,0.184,0.237,0.185,0.202,0.211,0.205,0.206,0.204,0.21,0.201,0.166,0.221,0.14,0.15,0.189,0.309,0.232,0.197
"Entre 1 y 3 días a la semana",0.415,0.416,0.413,0.317,0.443,0.467,0.417,0.349,0.413,0.492,0.45,0.413,0.475,0.397,0.44,0.452,0.407,0.303,0.396,0.417
"Raramente",0.238,0.218,0.256,0.295,0.222,0.207,0.236,0.246,0.27,0.182,0.189,0.199,0.259,0.248,0.229,0.297,0.243,0.265,0.248,0.252
"Nunca",0.056,0.048,0.063,0.065,0.055,0.051,0.052,0.088,0.039,0.044,0.064,0.062,0.045,0.055,0.095,0.061,0.069,0.027,0.042,0.06
