"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.259,0.243,0.275,0.25,0.224,0.262,0.35,0.19,0.24,0.368,0.432,0.266,0.272,0.224,0.406,0.173,0.296,0.234,0.135,0.204
"Entre 4 y 6 días a la semana",0.17,0.165,0.174,0.166,0.159,0.184,0.179,0.148,0.169,0.197,0.146,0.192,0.195,0.16,0.17,0.119,0.178,0.176,0.147,0.178
"Entre 1 y 3 días a la semana",0.251,0.245,0.257,0.243,0.273,0.253,0.211,0.235,0.269,0.242,0.235,0.236,0.243,0.292,0.202,0.269,0.233,0.209,0.272,0.309
"Raramente",0.234,0.259,0.211,0.259,0.237,0.23,0.199,0.293,0.249,0.143,0.147,0.225,0.193,0.256,0.181,0.304,0.21,0.293,0.336,0.194
"Nunca",0.086,0.088,0.083,0.082,0.107,0.071,0.061,0.134,0.073,0.05,0.04,0.081,0.097,0.068,0.041,0.135,0.083,0.088,0.11,0.115
