"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.068,0.069,0.067,0.075,0.058,0.067,0.082,0.081,0.061,0.064,0.094,0.096,0.064,0.032,0.065,0.044,0.076,0.096,0.03,0.059
"Entre 4 y 6 días a la semana",0.106,0.105,0.107,0.118,0.105,0.096,0.104,0.108,0.107,0.101,0.108,0.077,0.108,0.139,0.072,0.083,0.136,0.156,0.073,0.071
"Entre 1 y 3 días a la semana",0.301,0.321,0.284,0.248,0.306,0.338,0.314,0.27,0.294,0.348,0.298,0.27,0.316,0.318,0.306,0.282,0.288,0.376,0.299,0.303
"Raramente",0.396,0.396,0.396,0.404,0.398,0.397,0.38,0.391,0.407,0.386,0.397,0.432,0.392,0.377,0.439,0.425,0.369,0.28,0.452,0.405
"Nunca",0.129,0.109,0.146,0.155,0.133,0.102,0.12,0.15,0.131,0.101,0.103,0.125,0.12,0.134,0.118,0.166,0.131,0.092,0.146,0.162
