"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","CABA","Centro","1 cordón GBA","2 cordón GBA","3 cordón GBA","Cuyo","Interior GBA","NEA","NOA","Patagonia"
"Todos los días",0.172,0.153,0.188,0.145,0.138,0.181,0.268,0.127,0.163,0.235,0.233,0.188,0.181,0.156,0.127,0.121,0.209,0.123,0.084,0.219
"Entre 4 y 6 días a la semana",0.178,0.171,0.184,0.196,0.168,0.188,0.164,0.15,0.172,0.218,0.185,0.186,0.199,0.138,0.175,0.195,0.199,0.22,0.14,0.126
"Entre 1 y 3 días a la semana",0.275,0.3,0.253,0.276,0.281,0.276,0.258,0.235,0.294,0.293,0.313,0.275,0.251,0.334,0.299,0.275,0.205,0.246,0.313,0.251
"Raramente",0.283,0.285,0.281,0.262,0.313,0.277,0.253,0.345,0.292,0.2,0.194,0.274,0.283,0.267,0.336,0.271,0.279,0.331,0.375,0.304
"Nunca",0.092,0.091,0.094,0.121,0.1,0.078,0.057,0.143,0.079,0.054,0.075,0.077,0.086,0.105,0.063,0.138,0.108,0.08,0.088,0.1
