"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Unión por la Patria",0.247,0.239,0.255,0.182,0.279,0.279,0.247,0.236,0.214,0.331,0.477,0.085,0.062,0.254,0.233
"Juntos por el Cambio",0.285,0.25,0.317,0.186,0.248,0.361,0.447,0.284,0.275,0.305,0.155,0.508,0.325,0.273,0.308
"De los liberales libertarios",0.214,0.264,0.167,0.335,0.203,0.16,0.09,0.172,0.256,0.196,0.135,0.234,0.274,0.233,0.174
"De la Izquierda",0.057,0.067,0.048,0.056,0.076,0.043,0.033,0.065,0.047,0.064,0.063,0.033,0.092,0.049,0.074
"Hacemos por nuestro país",0.014,0.013,0.015,0.011,0.016,0.012,0.02,0.02,0.012,0.009,0.009,0.011,0,0.012,0.018
"Otro",0.042,0.056,0.029,0.029,0.044,0.051,0.05,0.066,0.034,0.02,0.041,0.028,0.057,0.046,0.036
"En blanco",0.043,0.049,0.038,0.084,0.027,0.025,0.032,0.054,0.048,0.016,0.046,0.02,0.034,0.035,0.059
"No sabe",0.098,0.062,0.131,0.117,0.107,0.069,0.081,0.103,0.114,0.059,0.074,0.081,0.156,0.098,0.098
