"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P09_votan","Unión por la Patria",0.33,0.227,0.15,0.187,0.693,0.371,0.151,0.434,0.451,0.316
"P09_votan","Juntos por el Cambio",0.27,0.33,0.348,0.43,0.022,0.35,0.312,0.026,0.126,0.089
"P09_votan","De los liberales libertarios",0.291,0.15,0.33,0.218,0.128,0.1,0.295,0.33,0.08,0.482
"P09_votan","De la Izquierda",0.048,0.068,0.013,0.037,0,0.107,0,0,0.006,0
"P09_votan","Hacemos por nuestro país",0,0.014,0.021,0.012,0,0,0,0,0.021,0
"P09_votan","Otro",0.013,0.058,0.042,0.015,0.122,0.042,0.052,0.21,0.205,0.021
"P09_votan","En blanco",0.011,0.05,0.036,0.017,0,0.017,0.095,0,0.068,0
"P09_votan","No sabe",0.037,0.103,0.06,0.084,0.035,0.013,0.095,0,0.043,0.092
"P19_votan","Sergio Massa Presidente, Agustin Rossi Vicepresidente , Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.304,0.195,0.117,0.217,0.433,0.377,0.12,0.072,0.289,0.307
"P19_votan","Juan Grabois Presidente, Paula Abal Medina Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.105,0.119,0.032,0.076,0.223,0.109,0.036,0.359,0.166,0
"P19_votan","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.178,0.203,0.252,0.306,0.208,0.217,0.016,0.055,0.061,0.062
"P19_votan","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente, Diego Santilli gobernador y Gustavo Posse vicegobernador; por Juntos por el Cambio",0.114,0.235,0.149,0.121,0,0.09,0.302,0,0.08,0.032
"P19_votan","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.233,0.13,0.331,0.198,0.136,0.107,0.406,0.301,0.114,0.194
"P19_votan","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de las diferentes opciones de izquierda",0.01,0.011,0.009,0.045,0,0.087,0,0,0.028,0
"P19_votan","Juan Schiaretti a presidente y Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.001,0.005,0.028,0.002,0,0.013,0,0,0.089,0.022
"P19_votan","Otros",0.005,0.033,0.021,0.002,0,0,0,0.213,0.076,0
"P19_votan","En blanco",0.013,0.011,0.004,0.008,0,0,0.1,0,0.097,0
"P19_votan","No sabe",0.037,0.058,0.057,0.025,0,0,0.02,0,0,0.383
"P22_votan","Totalmente seguro.",0.703,0.523,0.616,0.584,0.793,0.601,0.664,0.641,0.621,0.331
"P22_votan","Bastante seguro",0.148,0.138,0.139,0.174,0.084,0.112,0.08,0.359,0.078,0.577
"P22_votan","Algo seguro",0.078,0.196,0.128,0.089,0.123,0.216,0.18,0,0.123,0
"P22_votan","Para nada seguro",0.071,0.143,0.117,0.153,0,0.071,0.076,0,0.178,0.092
"P23_votan","Tiene Decidido que va a ir a votar.",0.951,0.893,0.931,0.951,0.811,0.936,0.755,0.7,0.937,0.969
"P23_votan","Tiene dudas sobre si va a ir a  votar",0.049,0.107,0.069,0.049,0.189,0.064,0.245,0.3,0.063,0.031
"P09_imputada_votan","Unión por la Patria",0.338,0.227,0.157,0.19,0.728,0.371,0.171,0.434,0.451,0.316
"P09_imputada_votan","Juntos por el Cambio",0.276,0.356,0.38,0.477,0.022,0.35,0.312,0.026,0.126,0.121
"P09_imputada_votan","De los liberales libertarios",0.297,0.167,0.346,0.23,0.128,0.113,0.37,0.33,0.123,0.482
"P09_imputada_votan","De la Izquierda",0.051,0.128,0.018,0.044,0,0.107,0,0,0.006,0.06
"P09_imputada_votan","Hacemos por nuestro país",0,0.014,0.021,0.018,0,0,0,0,0.021,0
"P09_imputada_votan","Otro",0.026,0.058,0.042,0.015,0.122,0.042,0.052,0.21,0.205,0.021
"P09_imputada_votan","En blanco",0.012,0.05,0.036,0.026,0,0.017,0.095,0,0.068,0
"P19_imputada_votan","Sergio Massa Presidente, Agustin Rossi Vicepresidente , Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.307,0.253,0.128,0.226,0.433,0.377,0.14,0.072,0.289,0.634
"P19_imputada_votan","Juan Grabois Presidente, Paula Abal Medina Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.105,0.119,0.043,0.077,0.223,0.109,0.036,0.359,0.166,0
"P19_imputada_votan","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.181,0.203,0.267,0.306,0.208,0.217,0.016,0.055,0.061,0.118
"P19_imputada_votan","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente, Diego Santilli gobernador y Gustavo Posse vicegobernador; por Juntos por el Cambio",0.131,0.235,0.15,0.13,0,0.09,0.302,0,0.08,0.032
"P19_imputada_votan","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.247,0.13,0.35,0.204,0.136,0.107,0.406,0.301,0.114,0.194
"P19_imputada_votan","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de las diferentes opciones de izquierda",0.01,0.011,0.009,0.045,0,0.087,0,0,0.028,0
"P19_imputada_votan","Juan Schiaretti a presidente y Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.001,0.005,0.028,0.002,0,0.013,0,0,0.089,0.022
"P19_imputada_votan","Otros",0.005,0.033,0.021,0.002,0,0,0,0.213,0.076,0
"P19_imputada_votan","En blanco",0.013,0.011,0.004,0.008,0,0,0.1,0,0.097,0
