"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Unión por la Patria",0.266,0.251,0.28,0.207,0.299,0.297,0.254,0.258,0.232,0.347,0.51,0.093,0.085,0.27,0.258
"Juntos por el Cambio",0.316,0.27,0.358,0.212,0.274,0.397,0.495,0.327,0.304,0.322,0.177,0.545,0.345,0.305,0.339
"De los liberales libertarios",0.238,0.281,0.198,0.374,0.232,0.165,0.103,0.174,0.303,0.213,0.141,0.258,0.29,0.259,0.196
"De la Izquierda",0.068,0.072,0.065,0.073,0.089,0.046,0.039,0.076,0.062,0.067,0.065,0.039,0.152,0.06,0.084
"Hacemos por nuestro país",0.015,0.014,0.015,0.013,0.016,0.012,0.02,0.02,0.012,0.012,0.009,0.011,0.03,0.012,0.02
"Otro",0.049,0.059,0.041,0.029,0.058,0.058,0.055,0.086,0.034,0.021,0.044,0.035,0.057,0.055,0.038
"En blanco",0.048,0.053,0.043,0.092,0.032,0.025,0.034,0.059,0.053,0.018,0.054,0.019,0.041,0.039,0.065
