"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Tiene Decidido que va a ir a votar.",0.869,0.869,0.87,0.821,0.887,0.917,0.85,0.84,0.871,0.913,0.896,0.899,0.858,0.885,0.84
"Tiene dudas sobre si va a ir a  votar",0.065,0.053,0.075,0.089,0.057,0.037,0.077,0.069,0.065,0.057,0.054,0.06,0.013,0.053,0.087
"Tiene Decidido que no va a ir a votar",0.066,0.078,0.055,0.09,0.056,0.046,0.073,0.091,0.064,0.03,0.05,0.041,0.129,0.062,0.073
