"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente , Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.251,0.216,0.284,0.192,0.278,0.261,0.278,0.251,0.242,0.271,0.482,0.068,0.12,0.262,0.229
"Juan Grabois Presidente, Paula Abal Medina Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.094,0.074,0.113,0.138,0.086,0.06,0.086,0.096,0.089,0.102,0.146,0.068,0.046,0.091,0.102
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.215,0.211,0.218,0.146,0.173,0.288,0.332,0.21,0.208,0.235,0.092,0.382,0.214,0.211,0.221
"Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente, Diego Santilli gobernador y Gustavo Posse vicegobernador; por Juntos por el Cambio",0.125,0.109,0.14,0.095,0.134,0.149,0.125,0.128,0.125,0.121,0.07,0.2,0.276,0.122,0.133
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.222,0.278,0.17,0.353,0.22,0.133,0.119,0.208,0.25,0.189,0.126,0.236,0.202,0.221,0.225
"Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de las diferentes opciones de izquierda",0.025,0.029,0.022,0.006,0.037,0.042,0.009,0.028,0.017,0.037,0.023,0.012,0.018,0.031,0.013
"Juan Schiaretti a presidente y Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.014,0.017,0.011,0,0.015,0.024,0.02,0.019,0.014,0.007,0.014,0.008,0.02,0.013,0.015
"Otros",0.029,0.039,0.019,0.033,0.036,0.02,0.015,0.034,0.031,0.014,0.018,0.016,0.031,0.023,0.039
"En blanco",0.025,0.027,0.023,0.037,0.021,0.023,0.016,0.026,0.024,0.024,0.029,0.01,0.073,0.026,0.023
