"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Tiene Decidido que va a ir a votar.",0.93,0.941,0.92,0.901,0.94,0.962,0.917,0.923,0.931,0.941,0.942,0.938,0.985,0.943,0.905
"Tiene dudas sobre si va a ir a  votar",0.07,0.059,0.08,0.099,0.06,0.038,0.083,0.077,0.069,0.059,0.058,0.062,0.015,0.057,0.095
